id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,644.744,P0TA0,0,134,0.172,-1.295,2,0,0,0,0,0,1,8,Multeinn,160,49,645.869,131,141,34,147,119,5.141,-16.874,0.351,-0.486,-37.591,-0.006,-17.439,-21.557,-48.061,-17.437,-60.442,19.366,-46.897,12.455,-63.074,49.726,-88.626,-0.94,-114.237,-40.306,-79.978,645.875,10.302,-59.12,652.125,7,ke ro,17.929,-127.988,1,2,0,0,0,0,0
2,1,1,0,0,0,0,1,0,255,8,255,1,680.769,P0TA0,3,91,-0.674,-1.073,4,-343.435,0,0,0,1,1,2,Espressο,190,50,0,0,0,0,0,0,0,0,0,-0.379,-37.992,-0.316,-17.429,-19.753,-47.089,-6.865,-58.908,18.178,-44.64,11.588,-63.729,47.987,-91.836,3.625,-117.424,-38.978,-86.798,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,1,1,0,1,0,0,1,0,255,8,255,2,696.863,P0TA0,3,119,-3.99,-0.182,4,-416.034,0,-2.207,-10.998,1,1,2,Espressο,190,66,0,0,0,0,0,0,0,0,0,-0.397,-37.997,-0.765,-16.946,-21.469,-46.732,-4.717,-59.251,19.661,-41.742,12.882,-62.437,47.9,-91.736,3.465,-117.261,-39.566,-85.607,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4,1,1,0,2,1,0,0,0,255,255,255,3,736.467,P0TA0,10,87,-0.64,-2.529,1,-126.049,362.233,-0.152,-20.716,0,2,2,Espressο,190,50,0,0,0,0,0,0,0,0,0,-0.366,-38.125,-0.102,-17.334,-21.579,-48.731,-15.85,-63.08,18.364,-44.088,12.256,-64.707,49.251,-90.655,0.335,-116.18,-43.08,-92.48,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5,1,1,1,2,1,0,0,0,255,255,255,4,750.633,P0TA0,0,117,-5.301,0.273,1,-14.36,0,-2.296,-9.521,0,2,2,Espressο,190,50,0,0,0,0,0,0,0,0,0,-0.735,-38.158,-1.636,-15.042,-20.727,-47.506,-15.848,-63.028,18.407,-44.179,12.391,-64.765,49.494,-90.683,1.383,-117.444,-42.892,-91.41,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6,1,1,2,2,1,0,0,0,255,255,255,5,770.312,P0TA0,3,75,0.333,-0.634,0,-332.074,0,0,0,0,2,2,Espressο,190,50,0,0,0,0,0,0,0,0,0,-0.464,-37.989,-0.077,-17.224,-21.275,-46.686,-15.874,-63.017,18.289,-44.183,12.434,-64.715,50.155,-91.399,1.354,-117.396,-46.497,-90.974,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,1,1,0,0,2,0,0,0,255,255,255,6,792.119,P0TA0,4,106,0.536,-0.878,0,-187.529,0,-0.063,-15.36,0,2,4,Kr_Luna,190,50,0,0,0,0,0,0,0,0,0,-0.473,-38.082,0.167,-17.274,-20.922,-48.543,-13.157,-63.956,17.524,-45.537,12.433,-64.689,51.469,-94.159,4.154,-114.512,-48.346,-95.588,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8,1,1,0,1,2,0,0,0,255,255,255,7,806.589,P0TA0,0,123,-1.552,0.147,2,0,0,-0.063,-15.36,1,2,4,Kr_Luna,190,50,807.461,130,141,26,146,93,-13.314,35.243,-0.028,-0.463,-37.682,0,-17.259,-22.544,-48.886,-13.198,-63.998,18.048,-46.127,12.456,-64.779,51.799,-93.232,4.014,-114.552,-46.107,-92.721,806.233,-3.265,-24.769,807.783,2,NABIMan,-18.277,-43.222,0,2,0,0,0,0,0
9,1,0,0,0,0,0,0,0,255,255,255,0,918.291,TaeGeuk_,0,115,0.533,0.633,2,0,0,-0.063,-15.36,1,0,9,わかなで,160,43,919.42,3,21,72,10,30,-12.124,-26.64,-0.342,-0.343,-36.954,-0.034,-16.876,-18.551,-45.953,-12.409,-59.519,21.103,-52.244,13.044,-61.29,46.783,-81.833,-1.518,-101.79,-36.102,-80.082,917.941,1.641,-24.208,921.241,4,Kr_Luna,10.359,-37.234,1,2,0,0,0,0,0
10,1,0,1,0,0,0,1,0,255,9,255,1,973.558,TaeGeuk_,10,113,0.247,-0.772,2,0,400,0,0,1,1,2,NABIMan,190,49,974.528,114,211,102,159,82,-47.534,-33.999,0.995,-0.686,-36.876,-0.173,-17.113,-18.168,-45.487,-13.593,-63.892,20.212,-44.686,10.719,-62.096,50.295,-84.741,-2.08,-108.125,-37.134,-80.167,972.65,0.526,-22.037,978.425,6,_Chun,33.479,-74.067,1,2,0,0,0,0,0
11,1,0,0,0,1,1,0,0,11,255,255,2,1029.179,TaeGeuk_,11,120,0.793,-0.263,0,0,207.928,0.554,-17.35,0,2,4,あいくんだよー,190,49,0,0,0,0,0,0,0,0,0,-0.181,-37.109,0.104,-17.281,-17.552,-44.383,-9.51,-63.678,21.213,-50.257,7.322,-60.43,48.944,-79.495,-2.168,-104.155,-38.145,-81.161,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
12,1,0,0,1,1,0,0,1,255,255,11,3,1111.444,TaeGeuk_,0,147,-0.945,-0.749,0,0,0,0,0,1,2,4,あいくんだよー,190,49,0,0,0,0,0,0,0,0,0,-0.312,-37.251,-0.017,-17.337,-16.242,-46.031,-8.657,-63.71,18.033,-42.454,11.232,-59.555,43.67,-78.36,-1.208,-99.43,-36.766,-71.359,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
13,1,0,0,2,1,0,0,1,255,255,11,4,1134.586,TaeGeuk_,0,143,-1.146,0.359,2,0,0,0,0,1,2,4,あいくんだよー,190,49,1135.692,98,129,25,141,67,28.465,-42.45,-0.505,-0.445,-36.805,-0.2,-16.85,-18.244,-47.59,-11.522,-64.86,19.596,-39.95,17.689,-58.628,43.484,-77.307,-1.31,-100.398,-35.742,-78.441,1136.816,29.697,-49.783,1138.941,6,_Chun,40.318,-61.301,1,2,0,0,0,0,0
14,1,0,0,0,2,0,0,0,255,255,255,5,1190.589,TaeGeuk_,0,130,1.244,0.615,1,0,0,0,0,0,3,1,あおいぬ,190,49,0,0,0,0,0,0,0,0,0,-0.494,-36.759,0.207,-17.297,-20.572,-47.604,-12.723,-64.487,19.846,-48.136,6.606,-60.989,50.395,-78.204,-4.697,-98.834,-36.516,-79.253,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
15,1,0,1,0,2,0,0,0,255,255,255,6,1202.123,TaeGeuk_,0,122,1.809,0.682,3,0,0,-0.18,-20.167,0,3,1,あおいぬ,190,49,0,0,0,0,0,0,0,0,0,-0.225,-36.906,0.071,-17.694,-20.58,-48.045,-12.327,-64.113,19.592,-48.045,5.848,-61.118,49.636,-78.497,-3.348,-99.588,-37.098,-78.567,0,0,0,0,0,,0,0,0,6,0,0,0,0,0
16,1,0,0,0,2,1,0,0,10,255,255,7,1235.643,TaeGeuk_,0,135,0.095,0.001,2,0,0,0,0,1,4,3,Kenomo,174.6,49,1236.714,88,120,0,134,64,32.506,14.634,-0.553,-0.464,-36.744,0.137,-17.351,-19.31,-42.313,-12.543,-63.627,19.267,-48.96,9.411,-61.188,48.088,-77.582,-0.401,-101.079,-38.489,-75.836,0,0,0,1238.95,3,IllilliIIIIllil,-11.262,-63.171,0,1,0,0,0,0,0
17,2,1,0,0,0,0,0,0,255,255,255,8,1288.96,P0TA0,0,131,-0.736,-1.178,1,0,0,0,0,0,3,6,_Chun,190,49,0,0,0,0,0,0,0,0,0,-0.145,-37.958,-0.049,-17.42,-20.56,-46.328,-15.964,-62.481,19.381,-45.74,13.949,-63.3,43.97,-90.022,2.894,-110.46,-33.21,-79.042,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
18,2,1,1,0,0,0,0,0,255,255,255,9,1300.639,P0TA0,3,90,0.388,0.315,2,-409.091,0,0,0,1,3,6,_Chun,190,49,1301.83,73,141,150,112,69,41.015,-40.679,-0.078,-0.614,-37.448,-0.022,-17.562,-20.57,-46.134,-13.668,-65.058,19.427,-45.759,13.96,-63.345,43.869,-90.154,2.589,-110.715,-33.028,-79.182,1304.533,36.908,-58.83,1307.066,6,peperon8655,46.743,-67.482,1,2,0,0,0,0,0
19,2,1,0,0,0,1,0,0,6,255,255,10,1355.116,P0TA0,13,91,-0.696,-1.457,2,-317.698,320.189,0,0,1,4,5,shimenawa,175.1,49,1356.559,95,128,77,148,126,49.069,-53.276,0.765,-0.579,-37.88,0.007,-17.496,-19.787,-42.227,-8.358,-64.545,20.953,-46.597,11.771,-62.178,44.803,-86.226,10.292,-107.789,-36.342,-77.718,1360.517,98.062,-72.184,0,0,,0,0,0,3,0,0,0,0,0
20,2,1,0,1,0,1,0,0,6,255,255,11,1393.259,P0TA0,0,139,-0.085,0.363,0,0,0,0,0,0,4,5,shimenawa,175.1,49,0,0,0,0,0,0,0,0,0,-0.284,-38.056,-0.153,-17.554,-19.168,-39.868,-12.462,-64.329,20.076,-43.622,12.688,-64.288,50.049,-89.123,9.942,-106.002,-34.95,-79.016,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
21,2,1,0,2,0,1,0,0,6,255,255,12,1417.194,P0TA0,13,98,-0.426,-1.726,2,-336.093,328.154,0,0,1,4,5,shimenawa,175.1,49,1418.523,96,107,9,136,118,3.323,-18.916,0.218,-0.521,-37.784,0.016,-17.456,-18.189,-43.771,-12.36,-65.971,20.037,-43.635,12.653,-64.314,43.756,-83.855,10.246,-104.991,-35.157,-78.916,1417.491,9.218,-47.761,1424.508,7,ke ro,21.973,-122.174,1,2,0,0,0,0,0
22,2,1,0,0,0,0,1,1,255,5,6,13,1484.156,P0TA0,0,132,-1.212,-1.161,1,0,0,0,0,0,5,7,jdw4469,173.2,49,0,0,0,0,0,0,0,0,0,-0.264,-37.785,-0.269,-17.407,-20.748,-46.194,-7.929,-52.606,18.089,-41.331,20.415,-57.326,48.53,-89.895,-1.605,-114.922,-35.2,-75.066,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
23,2,1,1,0,0,0,1,1,255,5,6,14,1499.622,P0TA0,0,129,0.813,-0.515,2,0,0,0,0,1,5,7,jdw4469,173.2,49,1500.695,75,127,0,101,64,6.902,35.858,-0.957,-0.536,-37.737,-0.013,-17.356,-21.156,-46.687,-7.087,-55.328,18.433,-40.268,20.553,-57.051,48.601,-89.955,-3.264,-113.543,-33.796,-78.484,1499.934,-10.725,-33.921,1500.975,2,NABIMan,-15.391,-41.633,0,2,0,0,0,0,0
24,2,1,0,0,1,0,0,1,255,255,6,15,1506.938,P0TA0,0,88,0.434,0.888,0,0,0,0,0,0,5,7,jdw4469,173.2,49,0,0,0,0,0,0,0,0,0,-0.274,-37.764,0.485,-20.915,-18.99,-39.836,-0.461,-58.491,18.395,-39.131,10.504,-62.809,34.177,-72.036,-4.635,-83.978,-18.457,-56.416,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
25,2,1,0,0,1,0,0,1,255,255,5,15,1598.088,P0TA0,0,123,-0.95,-0.438,2,0,0,0,0,1,6,3,IllilliIIIIllil,174.8,50,1599.169,119,136,14,142,130,27.799,26.835,0.451,-0.411,-37.812,-0.007,-17.467,-20.823,-44.512,-8.72,-52.118,18.578,-40.003,20.005,-58.114,49.22,-89.55,4.014,-109.065,-38.029,-82.99,1602.8,-74.312,-115.92,0,0,,0,0,0,4,0,0,0,0,0
26,2,1,0,0,1,0,0,0,255,255,255,16,1653.622,P0TA0,0,132,0.414,-0.264,0,0,0,0,0,1,7,1,Oort__Cloud,190,50,0,0,0,0,0,0,0,0,0,-0.284,-37.654,-0.053,-17.327,-22.173,-47.876,-16.128,-61.421,18.741,-44.761,13.279,-64.242,47.162,-89.825,0.04,-108.82,-38.235,-81.398,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
27,2,1,0,1,1,0,0,0,255,255,255,17,1669.93,P0TA0,10,96,-0.996,-2.529,4,0,324.689,-0.241,-21.12,1,7,1,Oort__Cloud,190,50,0,0,0,0,0,0,0,0,0,-0.59,-37.85,-0.241,-17.642,-21.407,-46.993,-16.118,-61.391,19.315,-44.962,13.24,-64.251,49.174,-91.165,-0.08,-108.288,-38.797,-82.44,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
28,2,1,0,2,1,0,0,0,255,255,255,18,1685.518,P0TA0,6,88,0.37,-0.485,2,399.679,-20.03,0,0,1,7,1,Oort__Cloud,190,50,1686.797,111,221,16,147,91,25.86,5.509,0.927,-0.467,-37.654,0.002,-17.594,-22.627,-48.541,-16.155,-61.437,19.06,-45.201,13.257,-64.292,49.497,-91.5,0.847,-106.885,-40.273,-83.771,1689.625,-19.909,-96.058,1695,7,ke ro,-31.296,-124.429,1,2,0,0,0,0,0
