id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,balk,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,hitSpnX,hitSpnY,hitSpnZ,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
11,1,1,0,0,0,0,2,0,1,0,255,4,255,10,570.406,Yaksok~,R,0,126,3.376,0.693,4,0,0,0,0,0,1,3,1,R,ke ro,190,107,0.404,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,-37.338,ʚEveɞ,0.316,-16.891,Megu3568,-19.764,-47.03,D_arling,-11.276,-63.68,ゆっち一,21.803,-47.462,Oort__Cloud,2.832,-62.966,소솨소솨,37.64,-92.529,Pugeuk,-3.277,-111.842,-yeoro-,-44.065,-97.212,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12,1,1,0,0,0,1,2,0,1,0,255,4,255,11,586.063,Yaksok~,R,10,85,-0.299,0.722,0,0,0,400,0,0,0,3,1,R,ke ro,190,107,0.404,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,-38.303,ʚEveɞ,0.167,-16.871,Megu3568,-19.919,-46.982,D_arling,-10.988,-64.159,ゆっち一,19.391,-40.39,Oort__Cloud,7.122,-63.211,소솨소솨,39.194,-95.008,Pugeuk,-3.266,-111.845,-yeoro-,-44.059,-97.204,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,1,0,0,0,2,2,0,0,1,255,255,4,12,602.972,Yaksok~,R,10,90,-1.256,-1.893,1,0,0,400,-0.262,-19.195,0,3,1,R,ke ro,190,107,0.404,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,-37.9,ʚEveɞ,-0.025,-16.844,Megu3568,-19.726,-46.001,D_arling,-11.018,-64.158,ゆっち一,19.935,-42.289,Oort__Cloud,14.215,-63.295,소솨소솨,39.129,-95.052,Pugeuk,-3.264,-111.824,-yeoro-,-43.276,-95.764,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
14,1,1,0,0,1,2,2,0,0,1,255,255,4,13,617.535,Yaksok~,R,10,91,1.315,-2.481,4,0,33.818,400,0,0,1,3,1,R,ke ro,190,107,0.404,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.408,-37.69,ʚEveɞ,-0.036,-16.878,Megu3568,-20.328,-44.941,D_arling,-10.975,-64.127,ゆっち一,23.23,-48.18,Oort__Cloud,14.238,-63.297,소솨소솨,36.622,-94.894,Pugeuk,-3.156,-111.916,-yeoro-,-45.499,-96.196,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,255,255,255,0,726.273,하루（Haru）,R,0,140,-0.972,-0.829,0,0,56.481,-79.556,0,0,0,0,8,R,-yeoro-,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021,-37.402,ke ro,-0.074,-16.868,Pring__,-20.106,-45.264,mochi_2929,-12.38,-62.606,encounter v,21.713,-46.767,˗ˋˏ 카피 ˎˊ˗,16.59,-63.13,눈꽃,42.086,-84.003,Slaris,1.663,-110.277,신과함께1,-46.657,-89.998,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
16,1,0,0,0,0,1,0,0,0,0,255,255,255,1,744.278,하루（Haru）,R,5,94,-3.095,0.104,2,0,-118.929,0,0,0,1,0,8,R,-yeoro-,160,95,0.5,2,59,745.274,167,114,41,151,62,26.681,47.414,1,-0.032,0.019,0.339,0,0,0,-0.232,-37.16,ke ro,-0.32,-17.075,Pring__,-19.899,-44.997,mochi_2929,-12.49,-62.572,encounter v,21.686,-46.741,˗ˋˏ 카피 ˎˊ˗,16.561,-63.069,눈꽃,41.969,-83.969,Slaris,0.289,-112.263,신과함께1,-47.691,-90.225,0,0,0,747.906,2,Pring__,-23.034,-41.228,0,0,0,0,0,0,0,1
17,1,0,0,0,0,0,1,0,0,0,255,255,255,2,772.132,하루（Haru）,R,3,90,-2.047,0.27,4,0,-352.087,0,0,0,1,1,5,R,Oort__Cloud,160,90.284,0.297,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529,-36.946,ke ro,-0.103,-17.188,Pring__,-19.553,-44.687,mochi_2929,-13.194,-63.064,encounter v,23.046,-48.055,˗ˋˏ 카피 ˎˊ˗,17.425,-62.522,눈꽃,37.93,-88.37,Slaris,-0.477,-108.28,신과함께1,-43.476,-91.022,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
18,1,0,0,0,0,1,1,0,0,0,255,255,255,3,789.87,하루（Haru）,R,0,140,-1.644,-2.97,2,0,48.916,-70.069,-0.162,-20.161,1,1,5,R,Oort__Cloud,160,90.284,0.297,3,59,790.964,178,73,20,137,100,-27.372,-36.318,0.83,-0.14,-0.094,0.319,0,0,0,-0.512,-37.38,ke ro,-0.116,-17.189,Pring__,-19.558,-44.685,mochi_2929,-13.453,-63.884,encounter v,22.97,-47.954,˗ˋˏ 카피 ˎˊ˗,17.423,-62.554,눈꽃,37.85,-87.674,Slaris,-0.127,-104.673,신과함께1,-46.804,-94.35,792.04,11.07,-40.766,793.056,4,encounter v,16.309,-52.098,0,2,0,0,0,0,0,2
19,1,0,0,0,0,0,2,0,0,0,255,255,255,4,825.306,하루（Haru）,R,0,138,-0.169,0.029,2,0,39.184,-53.7,0,0,1,2,4,R,ゆっち一,190,90,0.496,3,59,826.392,142,71,26,135,95,-27.986,6.278,0.91,-0.045,-0.17,0.196,0,0,0,-0.231,-37.154,ke ro,-0.047,-16.944,Pring__,-20.768,-45.904,mochi_2929,-13.412,-64.265,encounter v,22.358,-49.803,˗ˋˏ 카피 ˎˊ˗,16.165,-63.597,눈꽃,40.849,-94.554,Slaris,0.532,-108.282,신과함께1,-43.714,-93.68,826.506,-0.206,-19.969,829.34,3,mochi_2929,-5.306,-65.659,0,0,0,0,0,0,0,2
20,2,1,0,0,0,0,0,0,0,0,255,255,255,14,875.494,Yaksok~,R,10,82,0.254,0.875,0,0,147.128,400,0.131,-15.544,0,4,2,L,Pring__,175.2,90.045,0.475,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265,-37.83,ʚEveɞ,-0.094,-16.908,Megu3568,-20.224,-46.898,D_arling,-8.92,-66.07,ゆっち一,22.03,-48.612,Oort__Cloud,14.485,-64.053,소솨소솨,37.981,-85.138,Pugeuk,0.196,-109.29,-yeoro-,-42.085,-90.866,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
21,2,1,0,0,0,1,0,0,0,0,255,255,255,15,888.158,Yaksok~,R,14,84,2.423,-1.338,4,0,289.849,325.47,0.562,-18.262,1,4,2,L,Pring__,175.2,90.045,0.475,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.059,-38.177,ʚEveɞ,-0.087,-16.938,Megu3568,-20.34,-46.788,D_arling,-8.925,-66.059,ゆっち一,20.993,-46.803,Oort__Cloud,14.499,-64.155,소솨소솨,39.403,-84.078,Pugeuk,0.024,-109.255,-yeoro-,-44.466,-91.47,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
22,2,1,0,0,0,2,0,0,0,0,255,255,255,16,901.646,Yaksok~,R,14,91,1.158,-2.181,4,0,196.826,400,0,0,1,4,2,L,Pring__,175.2,90.045,0.475,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,-37.554,ʚEveɞ,-0.044,-16.92,Megu3568,-20.353,-44.144,D_arling,-8.921,-66.071,ゆっち一,18.064,-45.272,Oort__Cloud,14.55,-63.938,소솨소솨,39.327,-84.151,Pugeuk,0.3,-108.121,-yeoro-,-44.577,-92.14,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
23,2,1,0,0,0,0,1,0,0,0,255,255,255,17,925.858,Yaksok~,R,14,85,1.306,0.559,2,0,297.433,319.126,0,0,1,5,3,R,mochi_2929,170.1,92.095,0.453,3,28,927.227,207,131,59,155,76,25.735,-30.584,0.98,0.107,-0.061,0.251,0,0,0,-0.051,-37.309,ʚEveɞ,-0.058,-16.957,Megu3568,-20.25,-47.69,D_arling,-9.389,-65.49,ゆっち一,19.358,-46.414,Oort__Cloud,14.469,-63.905,소솨소솨,35.686,-87.66,Pugeuk,-4.942,-108.341,-yeoro-,-44.595,-92.15,0,0,0,930.856,5,Oort__Cloud,27.298,-61.705,0,0,0,0,0,0,0,1
24,2,1,0,0,0,0,2,0,0,0,255,255,255,18,951.833,Yaksok~,R,14,83,1.18,-0.237,0,0,293.043,314.91,0,0,0,6,5,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.442,-38.073,ʚEveɞ,-0.083,-16.836,Megu3568,-19.766,-45.66,D_arling,-9.42,-63.436,ゆっち一,20.862,-47.666,Oort__Cloud,14.665,-63.878,소솨소솨,38.02,-82.97,Pugeuk,-1.071,-104.019,-yeoro-,-48.146,-94.051,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
25,2,1,0,0,0,1,2,0,0,0,255,255,255,19,965.417,Yaksok~,R,0,90,-0.339,-2.06,4,0,0,0,0,0,1,6,5,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.417,-38.229,ʚEveɞ,-0.102,-16.803,Megu3568,-19.618,-45.76,D_arling,-9.405,-63.434,ゆっち一,20.827,-47.717,Oort__Cloud,14.648,-63.854,소솨소솨,38.012,-82.97,Pugeuk,-1.117,-104.01,-yeoro-,-48.162,-94.065,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
26,2,1,0,0,0,2,2,0,0,0,255,255,255,20,978.589,Yaksok~,R,0,128,-1.035,0.043,2,0,0,0,0,0,1,6,5,L,˗ˋˏ 카피 ˎˊ˗,168,88.405,0.549,3,59,979.72,151,103,23,144,80,32.375,-16.092,-0.46,0.153,-0.205,0.358,0,0,0,0.314,-37.061,ʚEveɞ,-0.065,-17,Megu3568,-19.618,-45.511,D_arling,-9.395,-63.355,ゆっち一,20.77,-47.619,Oort__Cloud,14.623,-63.854,소솨소솨,38.028,-82.953,Pugeuk,-2.054,-107.659,-yeoro-,-48.166,-94.074,0,0,0,984.506,5,Oort__Cloud,19.208,-77.806,0,0,0,0,0,0,0,1
27,2,0,0,0,0,0,0,0,0,0,255,255,255,5,1026.602,하루（Haru）,R,0,10,0.957,-2.735,1,0,-0.022,0.036,0.141,-33.645,0,3,2,R,Megu3568,174.7,86,0.402,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.387,-37.142,ke ro,-0.01,-16.962,Pring__,-23.67,-49.215,mochi_2929,-13.285,-62.471,encounter v,19.373,-46.006,˗ˋˏ 카피 ˎˊ˗,16.183,-63.386,눈꽃,38.143,-86.422,Slaris,2.059,-110.583,신과함께1,-42.516,-84.123,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
28,2,0,0,0,1,0,0,0,0,0,255,255,255,6,1050.095,하루（Haru）,R,0,130,0.866,1.186,1,0,65.737,-77.729,0,0,0,3,2,R,Megu3568,174.7,86,0.402,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,-37.089,ke ro,-0.011,-16.891,Pring__,-23.675,-49.209,mochi_2929,-13.127,-62.491,encounter v,21.416,-46.017,˗ˋˏ 카피 ˎˊ˗,16.168,-63.389,눈꽃,38.58,-90.932,Slaris,-1.621,-110.296,신과함께1,-41.825,-86.336,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
29,2,0,0,0,2,0,0,0,0,0,255,255,255,7,1065.406,하루（Haru）,R,0,140,0.388,-0.02,0,0,71.208,-106.74,0,0,0,3,2,R,Megu3568,174.7,86,0.402,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.382,-37.481,ke ro,-0.014,-16.885,Pring__,-23.447,-48.983,mochi_2929,-13.344,-61.968,encounter v,21.925,-47.432,˗ˋˏ 카피 ˎˊ˗,16.18,-63.458,눈꽃,38.408,-90.952,Slaris,0.802,-119.007,신과함께1,-42.8,-87.7,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30,2,0,0,0,2,1,0,0,0,0,255,255,255,8,1080.279,하루（Haru）,R,1,112,2,-0.292,2,0,0,0,0,0,1,3,2,R,Megu3568,174.7,86,0.402,3,59,1081.479,170,108,24,146,86,-9.173,-19.249,-0.45,-0.026,-0.114,0.227,0,0,0,-0.21,-36.984,ke ro,-0.049,-16.911,Pring__,-23.431,-49.054,mochi_2929,-13.093,-62.355,encounter v,21.956,-48.664,˗ˋˏ 카피 ˎˊ˗,16.154,-63.414,눈꽃,38.597,-90.976,Slaris,6.614,-106.137,신과함께1,-41.886,-89.186,1081.623,0.903,-21.228,1084.056,5,˗ˋˏ 카피 ˎˊ˗,12.813,-56.977,0,0,0,0,0,0,0,2
31,2,0,0,0,0,0,1,0,0,0,255,255,255,9,1117.068,하루（Haru）,R,1,113,-1.707,0.056,1,0,0,0,0,0,0,4,3,R,D_arling,165.3,99.951,0.405,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174,-36.949,ke ro,-0.085,-17.16,Pring__,-23.565,-48.296,mochi_2929,-12.041,-61.417,encounter v,22.93,-50.855,˗ˋˏ 카피 ˎˊ˗,16.884,-63.075,눈꽃,38.588,-90.944,Slaris,0.494,-115.859,신과함께1,-49.496,-89.099,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
32,2,0,0,0,1,0,1,0,0,0,255,255,255,10,1132.51,하루（Haru）,R,1,109,-0.1,0.392,2,0,0,0,0,0,1,4,3,R,D_arling,165.3,99.951,0.405,3,59,1133.442,100,56,5,95,86,54.764,51.328,0.35,-0.056,-0.049,0.051,0,0,0,-0.16,-37.02,ke ro,-0.033,-17.154,Pring__,-23.467,-48.274,mochi_2929,-12.101,-61.603,encounter v,22.126,-49.728,˗ˋˏ 카피 ˎˊ˗,16.856,-63,눈꽃,38.705,-90.96,Slaris,0.516,-115.894,신과함께1,-49.391,-88.95,1138.423,-50.873,-57.373,0,0,,0,0,0,0,0,0,0,0,0,3
33,2,0,0,0,1,1,1,0,0,0,255,255,255,11,1156.45,하루（Haru）,R,13,102,-1.173,-1.393,2,0,-324.372,357.255,0,0,1,4,3,R,D_arling,165.3,99.951,0.405,3,59,1157.547,236,130,26,155,94,23.698,5.721,0.94,-0.034,-0.094,0.37,0,0,0,-0.324,-36.941,ke ro,-0.051,-17.216,Pring__,-21.191,-46.558,mochi_2929,-11.68,-62.367,encounter v,23.04,-50.157,˗ˋˏ 카피 ˎˊ˗,17.791,-62.034,눈꽃,38.067,-92.265,Slaris,0.491,-115.854,신과함께1,-48.516,-90.159,1161.623,-18.748,-91.93,1165.59,7,Slaris,-31.459,-122.949,1,0,0,0,0,0,0,2
34,2,0,0,0,0,0,1,0,1,0,255,12,255,12,1223.294,하루（Haru）,R,0,86,1.364,-0.894,0,0,1.587,-2.708,0,0,1,5,1,L,ʚEveɞ,160,95.538,0.483,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056,-37.643,ke ro,-0.02,-17.25,Pring__,-19.189,-43.342,mochi_2929,-6.683,-62.273,encounter v,21.485,-45.817,˗ˋˏ 카피 ˎˊ˗,17.172,-62.712,눈꽃,46.055,-86.688,Slaris,0.62,-113.992,신과함께1,-47.721,-91.52,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
35,2,0,0,0,0,1,1,0,1,0,255,12,255,13,1238.713,하루（Haru）,R,3,90,-2.403,0.393,2,0,-341.719,0,0,0,1,5,1,L,ʚEveɞ,160,95.538,0.483,2,72,1239.754,188,111,17,148,82,9.092,29.827,-0.33,0.082,-0.032,0.415,0,0,0,-0.252,-37.094,ke ro,-0.065,-17.228,Pring__,-19.967,-45.082,mochi_2929,-7.889,-62.403,encounter v,21.68,-46.82,˗ˋˏ 카피 ˎˊ˗,17.195,-62.776,눈꽃,46.044,-86.384,Slaris,-1.176,-111.212,신과함께1,-46.511,-91.516,0,0,0,1241.59,2,Pring__,-15.173,-46.104,0,0,0,0,0,0,0,1
36,2,0,0,0,0,0,2,0,1,0,255,12,255,14,1272.27,하루（Haru）,R,0,129,2.85,1.967,4,0,69.629,-69.551,0,0,1,6,7,R,Pugeuk,160,97.373,0.596,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.603,-37.389,ke ro,0.1,-17.001,Pring__,-23.732,-49.624,mochi_2929,-10.479,-63.249,encounter v,21.483,-45.689,˗ˋˏ 카피 ˎˊ˗,2.606,-60.772,눈꽃,42.494,-89.33,Slaris,-2.27,-113.784,신과함께1,-44.963,-95.482,0,0,0,0,0,,0,0,0,16,0,0,0,0,0,0
37,3,1,0,0,0,0,0,0,0,0,255,255,255,21,1350.296,Yaksok~,R,14,87,0.563,0.251,0,0,285.939,345.39,0.235,-17.606,0,7,9,R,࿇ Kronos ࿇,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338,-37.74,ʚEveɞ,-0.036,-16.859,Megu3568,-19.422,-45.621,D_arling,-8.106,-66.146,ゆっち一,21.477,-47.691,Oort__Cloud,14.937,-63.785,소솨소솨,37.499,-86.861,Pugeuk,2.449,-100.09,-yeoro-,-40.563,-87.886,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
38,3,1,0,0,0,1,0,0,0,0,255,255,255,22,1368.729,Yaksok~,R,10,82,-0.652,-1.965,1,0,0,400,-0.153,-19.271,0,7,9,R,࿇ Kronos ࿇,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052,-37.885,ʚEveɞ,-0.013,-16.988,Megu3568,-19.406,-45.611,D_arling,-8.124,-66.164,ゆっち一,21.474,-47.712,Oort__Cloud,14.96,-63.829,소솨소솨,37.498,-86.854,Pugeuk,1.123,-100.41,-yeoro-,-40.552,-87.865,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
39,3,1,0,0,1,1,0,0,0,0,255,255,255,23,1380.676,Yaksok~,R,10,83,-0.43,0.213,0,0,0,400,-0.236,-17.292,0,7,9,R,࿇ Kronos ࿇,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334,-37.99,ʚEveɞ,-0.022,-17.023,Megu3568,-19.297,-45.577,D_arling,-8.077,-66.125,ゆっち一,20.826,-47.939,Oort__Cloud,14.895,-63.878,소솨소솨,37.502,-86.859,Pugeuk,0.235,-100.637,-yeoro-,-40.617,-87.15,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
40,3,1,0,0,1,2,0,0,0,0,255,255,255,24,1396.13,Yaksok~,R,10,87,-0.568,-2.309,1,0,0,400,0,0,0,7,9,R,࿇ Kronos ࿇,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.394,-37.974,ʚEveɞ,-0.067,-16.988,Megu3568,-18.866,-44.153,D_arling,-8.123,-66.127,ゆっち一,20.838,-47.959,Oort__Cloud,14.876,-63.79,소솨소솨,37.501,-86.863,Pugeuk,-0.5,-102.988,-yeoro-,-40.71,-86.337,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
41,3,1,0,0,2,2,0,0,0,0,255,255,255,25,1409.408,Yaksok~,R,14,80,-1.395,0.973,0,0,257.549,352.976,0,0,0,7,9,R,࿇ Kronos ࿇,160,95,0.5,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16,-38.193,ʚEveɞ,-0.097,-16.99,Megu3568,-19.582,-45.735,D_arling,-8.111,-66.132,ゆっち一,20.84,-47.936,Oort__Cloud,14.908,-63.788,소솨소솨,37.504,-86.864,Pugeuk,-0.522,-103.039,-yeoro-,-40.712,-86.342,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
