id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,pPow,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,PThrSpd,CName,CPosX,CPosY,CThrSpd,1BName,1BPosX,1BPosY,1BThrSpd,2BName,2BPosX,2BPosY,2BThrSpd,3BName,3BPosX,3BPosY,3BThrSpd,SSName,SSPosX,SSPosY,SSThrSpd,LFName,LFPosX,LFPosY,LFThrSpd,CFName,CFPosX,CFPosY,CFThrSpd,RFName,RFPosX,RFPosY,RFThrSpd,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
87,5,1,0,4,2,1,0,0,0,0,255,255,255,43,2732.521,"それいゆ るな",R,14,38,90,1.01,-0.598,-0.065,1.114,-37.176,2,0,189.828,400,-42.444,0,0,1,1,4,R,"-라후이-",190,84,0.352,3,67,2733.608,226,10,77,91,58,185,144,113,-17.064,29.92,0.9,-0.032,-0.072,0.058,0.524,-0.241,-38.165,0,"눈꽃",0.032,-17.034,0,"AI",-19.609,-47.247,0,"",-12.306,-57.769,0,"인생최패망자",17.22,-47.963,0,"CVPileMaki",9.54,-64.467,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,2733.398,-1.302,-23.537,0,0,"",0,0,0,0,0,0,0,0,0,2
88,5,1,0,4,0,0,1,0,0,0,255,255,255,44,2758.038,"それいゆ るな",R,0,50,109,1.131,-0.888,0.048,0.964,-37.149,0,0,42.206,41.041,5.845,0,0,0,2,3,R,"별이__",175.2,95,0.5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227,-38.242,0,"눈꽃",0.219,-16.985,0,"AI",-19.973,-47.225,0,"",-12.4,-58.2,0,"인생최패망자",13.716,-47.888,0,"CVPileMaki",9.65,-63.823,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
89,5,1,0,4,0,1,1,0,0,0,255,255,255,45,2773.626,"それいゆ るな",R,3,51,103,-2.891,-0.508,-0.115,0.954,-37.032,1,0,-268.649,0,16.908,0,0,0,2,3,R,"별이__",175.2,95,0.5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.537,-38.219,0,"눈꽃",-0.511,-17.025,0,"AI",-20.034,-47.205,0,"",-12.4,-58.2,0,"인생최패망자",14.169,-46.763,0,"CVPileMaki",7.37,-64.672,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
90,5,1,0,4,0,2,1,0,0,0,255,255,255,46,2793.57,"それいゆ るな",R,39,44,89,-0.682,1.186,0.015,1.25,-37.115,2,0,8.306,-190.839,-13.36,0,0,0,2,3,R,"별이__",175.2,95,0.5,2,67,2795.021,255,24,1,20,81,255,31,35,-83.389,83.32,0.93,0.011,0.023,0.429,0.048,-0.385,-38.029,0,"눈꽃",-0.118,-17.054,0,"AI",-19.74,-47.208,0,"",-12.201,-57.695,0,"인생최패망자",13.955,-47.233,0,"CVPileMaki",9.229,-64.986,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,2794.898,-1.356,-19.455,0,0,"",0,0,0,0,0,0,0,0,0,3
91,5,1,0,4,0,2,1,0,0,0,255,255,255,47,2811.661,"それいゆ るな",R,15,51,101,0.488,0.238,-0.122,0.742,-37.134,0,0,-7.077,-400,-47.792,0.277,-17.867,0,2,3,R,"별이__",175.2,95,0.5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.268,-38.208,0,"눈꽃",0.2,-17.876,0,"AI",-20.729,-47.451,0,"",-12.4,-58.2,0,"인생최패망자",15.991,-45.937,0,"CVPileMaki",9.296,-63.543,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
92,5,1,0,4,0,0,2,0,0,0,255,255,255,48,2844.538,"それいゆ るな",R,3,47,100,-1.373,0.064,-0.07,1.113,-37.26,2,0,-274.587,21.236,29.058,0,0,1,3,2,L,"Sabo_10",179.6,90,0.499,3,67,2845.875,92,26,63,79,56,127,132,111,-30,0.729,0.88,0.094,-0.079,0.129,0.286,-0.374,-38.256,0,"눈꽃",-0.017,-16.9,0,"AI",-21.515,-47.094,0,"",-12.4,-58.2,0,"인생최패망자",19.994,-45.848,0,"CVPileMaki",18.252,-58.508,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,2849.11,-1.123,-90.157,0,0,"",0,0,1,0,0,0,0,0,0,2
93,5,1,0,4,0,0,2,1,0,0,2,255,255,49,2875.435,"それいゆ るな",R,4,58,111,-2.848,-0.129,-0.11,1.072,-37.227,1,0,-188.825,0,17.533,0,0,0,4,1,R,"Pugeuk",190,89.157,0.32,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42,-38.279,0,"눈꽃",0.113,-17.899,0,"AI",-20.605,-42.478,0,"",-12.4,-58.2,0,"인생최패망자",16.649,-44.988,0,"CVPileMaki",2.32,-61.237,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
94,5,1,0,4,1,0,2,0,1,0,255,2,255,50,2895.459,"それいゆ るな",R,40,41,88,-0.019,0.858,0.124,1.258,-37.212,0,0,-10.062,-115.38,-24.002,0,0,1,4,1,R,"Pugeuk",190,89.157,0.32,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377,-38.274,0,"눈꽃",-0.011,-17.022,0,"AI",-20.164,-46.431,0,"",-12.4,-58.2,0,"인생최패망자",17.535,-43.541,0,"CVPileMaki",3.718,-63.37,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
95,5,1,0,4,1,1,2,0,1,0,255,2,255,51,2921.351,"それいゆ るな",R,10,36,90,0.339,-1.456,0.017,0.989,-37.256,4,0,0,400,8.712,0.069,-18.057,1,4,1,R,"Pugeuk",190,89.157,0.32,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.338,-38.25,0,"눈꽃",-0.029,-16.935,0,"AI",-20.147,-46.439,0,"",-12.4,-58.2,0,"인생최패망자",17.887,-42.392,0,"CVPileMaki",1.592,-63.029,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
96,5,1,0,4,1,2,2,0,1,0,255,2,255,52,2937.547,"それいゆ るな",R,1,35,97,-3.389,-0.616,-0.209,0.896,-37.127,4,0,0,0,-24.861,0,0,1,4,1,R,"Pugeuk",190,89.157,0.32,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.377,-38.362,0,"눈꽃",-0.405,-17.13,0,"AI",-20.157,-45.357,0,"",-12.4,-58.2,0,"인생최패망자",18.257,-44.586,0,"CVPileMaki",4.881,-63.383,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
97,5,0,0,4,0,0,0,0,0,0,255,255,255,43,2999.754,"WhiteMountain",R,33,67,122,5.493,-0.516,0.495,1.047,-36.868,1,0,126.604,85.591,2.569,1.406,-12.51,0,4,0,R,"それいゆ るな",160,89.534,0.45,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.334,-36.821,0,"Pugeuk",0.307,-16.665,0,"Sabo_10",-21.2,-48.076,0,"별이__",-12.684,-64.078,0,"-라후이-",18.637,-42.386,0,"ʚneul_ɞ",9.6,-62.73,0,"AI",35.7,-81.8,0,"AI",0,-100.6,0,"AI",-35.7,-81.8,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
98,5,0,0,4,1,0,0,0,0,0,255,255,255,44,3026.463,"WhiteMountain",R,35,56,114,-1.08,-0.488,0.06,0.794,-36.695,0,0,29.13,167.813,-1.361,0,0,0,4,0,R,"それいゆ るな",160,89.534,0.45,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138,-37.27,0,"Pugeuk",-0.151,-16.886,0,"Sabo_10",-21.33,-48.118,0,"별이__",-12.891,-63.742,0,"-라후이-",19.089,-43.327,0,"ʚneul_ɞ",8.101,-62.551,0,"AI",35.702,-81.802,0,"AI",0,-100.602,0,"AI",-35.702,-81.802,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
99,5,0,0,4,1,1,0,0,0,0,255,255,255,45,3043.46,"WhiteMountain",R,4,61,113,1.001,-1.281,0.272,0.812,-36.843,1,0,-209.141,0,11.482,0,0,0,4,0,R,"それいゆ るな",160,89.534,0.45,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209,-37.249,0,"Pugeuk",-0.089,-16.894,0,"Sabo_10",-20.236,-46.689,0,"별이__",-13.802,-63.485,0,"-라후이-",19.945,-45.068,0,"ʚneul_ɞ",7.454,-61.842,0,"AI",35.702,-81.802,0,"AI",0,-100.602,0,"AI",-35.702,-81.802,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0
100,5,0,0,4,2,1,0,0,0,0,255,255,255,46,3058.004,"WhiteMountain",R,0,42,89,0.391,0.282,0.19,1.059,-36.804,2,0,0,0,13.698,0,0,1,4,0,R,"それいゆ るな",160,89.534,0.45,3,34,3059.389,41,6,0,0,35,20,6,28,-55.196,10.604,0.22,0.011,0.016,0,0,-0.177,-36.658,90,"Pugeuk",-0.097,-16.969,0,"Sabo_10",-20.885,-49.616,86,"별이__",-13.746,-63.43,0,"-라후이-",20.015,-48.061,0,"ʚneul_ɞ",9.828,-63.785,0,"AI",35.703,-81.802,0,"AI",0,-100.603,0,"AI",-35.703,-81.802,0,3059.343,-0.038,-20.654,0,0,"",0,0,0,0,0,0,0,0,0,2
101,5,0,0,4,0,0,1,0,0,0,255,255,255,47,3094.423,"WhiteMountain",R,16,46,85,-2.077,0.505,-0.023,0.919,-36.612,2,0,-117.046,-244.055,-2.077,0,0,0,0,4,R,"인생최패망자",190,80,0.4,3,66,3095.75,244,14,85,75,41,138,147,130,28.621,-10.647,0.47,0.03,-0.007,0.082,0,-0.369,-36.657,0,"Pugeuk",-0.525,-16.837,0,"Sabo_10",-20.702,-48.236,0,"별이__",-14.182,-62.939,0,"-라후이-",18.674,-44.323,0,"ʚneul_ɞ",9.405,-65.801,0,"AI",35.703,-81.802,0,"AI",0,-100.603,0,"AI",-35.703,-81.802,0,3103.943,9.308,-136.505,0,0,"",0,0,0,0,0,0,0,0,0,4
