id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,246.248,눈꽃,R,13,107,-0.196,0.363,0.097,1.99,-36.534,0,0,-303.044,391.078,0.073,0,0,1,0,3,R,소솨소솨,175.2,95,0.5,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,-36.889,HANA_ARASHI,-0.075,-16.742,Gonyong,-20.064,-46.676,Multeinn,-15.367,-61.84,Pring__,22.333,-48.247,vovopo 보보포,10.736,-58.591,Kr_Luna,35.361,-92.648,_앰프_,-6.786,-105.523,인생최패망자,-44.668,-81.417,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,263.157,눈꽃,R,1,140,1.075,-0.386,0.01,1.951,-36.535,2,0,0,0,3.046,0,0,1,0,3,R,소솨소솨,175.2,95,0.5,3,67,264.042,243,13,113,69,22,130,150,105,29.734,27.069,0.06,-0.034,-0.099,0.185,0,-0.16,-36.979,HANA_ARASHI,-0.061,-16.746,Gonyong,-19.763,-46.383,Multeinn,-15.375,-61.685,Pring__,22.356,-48.267,vovopo 보보포,12.029,-59.915,Kr_Luna,35.041,-91.869,_앰프_,-6.86,-105.511,인생최패망자,-44.867,-81.798,268.797,-50.362,-93.511,272.013,8,인생최패망자,-57.715,-96.588,1,0,0,0,0,0,0,2
3,1,1,0,0,0,0,0,0,1,0,255,3,255,2,305.404,눈꽃,R,5,121,0.375,-0.188,0.165,1.919,-36.605,2,0,-113.899,0,-1.262,0,0,1,1,1,R,encounter v,190,95,0.447,3,65,306.464,255,13,123,68,34,111,150,123,28.939,-16.931,0.77,-0.024,-0.069,0.212,0,-0.286,-37.141,HANA_ARASHI,-0.044,-16.722,Gonyong,-20.605,-48.059,Multeinn,-10.536,-62.002,Pring__,24.205,-49.18,vovopo 보보포,8.403,-62.87,Kr_Luna,34.976,-95.751,_앰프_,1.375,-109.182,인생최패망자,-46.169,-89.895,310.42,22.165,-112.119,313.362,7,_앰프_,18.304,-129.023,1,0,0,0,0,0,0,2
4,1,1,1,0,0,0,0,0,1,0,255,255,255,3,338.167,눈꽃,R,33,140,1.612,0.234,0.204,1.877,-36.664,2,0,130.876,-83.643,12.112,0,0,1,2,4,R,ゆっち一,190,95,0.404,3,65,339.314,125,11,94,40,41,129,139,95,-36.425,-29.68,-0.19,-0.051,-0.161,0.313,0,0.091,-37.131,HANA_ARASHI,-0.088,-17.089,Gonyong,-20.595,-48.068,Multeinn,-12.643,-63.967,Pring__,23.016,-48.653,vovopo 보보포,4.756,-63.612,Kr_Luna,36.188,-92.681,_앰프_,-6.184,-110.321,인생최패망자,-44.277,-93.421,339.252,0.971,-20.384,343.385,6,Kr_Luna,32.749,-77.292,1,0,0,0,0,0,0,2
5,1,1,2,0,0,0,0,0,1,0,255,255,255,4,386.549,눈꽃,R,28,140,0.321,-0.682,-0.153,1.776,-36.536,0,0,35.695,-64.918,17.334,0,0,0,3,5,L,Sabo_10,180.2,94,0.6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,-37.256,HANA_ARASHI,-0.105,-16.913,Gonyong,-19.846,-48.634,Multeinn,-12.155,-64.247,Pring__,22.154,-47.555,vovopo 보보포,12.434,-63.854,Kr_Luna,42.309,-93.084,_앰프_,-4.077,-100.483,인생최패망자,-40.934,-86.905,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,2,0,0,1,0,0,1,0,255,255,255,5,404.084,눈꽃,R,14,112,2.045,-1.163,0.088,1.79,-36.499,4,0,372.527,333.502,-1.976,0.669,-17.636,1,3,5,L,Sabo_10,180.2,94,0.6,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,-37.328,HANA_ARASHI,0.02,-16.937,Gonyong,-19.904,-48.876,Multeinn,-9.267,-62.659,Pring__,21.284,-43.269,vovopo 보보포,12.723,-63.976,Kr_Luna,42.315,-93.062,_앰프_,-3.885,-102.351,인생최패망자,-40.161,-86.36,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
7,1,1,2,0,0,2,0,0,1,0,255,255,255,6,420.626,눈꽃,R,0,140,-0.768,0.235,-0.131,1.971,-36.605,2,0,7.092,-14.227,2.814,0,0,1,3,5,L,Sabo_10,180.2,94,0.6,3,63,421.575,126,14,81,58,25,64,139,95,17.039,-5.822,-0.22,0.038,-0.098,0.181,0,-0.221,-37.119,HANA_ARASHI,-0.09,-17.099,Gonyong,-20.246,-48.435,Multeinn,-8.316,-62.818,Pring__,22.427,-47.424,vovopo 보보포,12.698,-64.614,Kr_Luna,44.347,-93.968,_앰프_,-0.8,-105.786,인생최패망자,-40.229,-86.106,425.24,10.431,-92.8,425.799,7,_앰프_,10.848,-95.103,1,0,0,0,0,0,0,2
8,1,1,2,0,0,0,0,1,0,1,5,255,4,7,449.427,눈꽃,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,R,ByeolBam,175.4,90,0.496,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,2,0,0,0,0,1,0,1,5,255,4,8,449.923,눈꽃,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,R,ByeolBam,175.4,90,0.496,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,1,2,0,1,0,0,0,1,1,255,255,4,9,468.806,눈꽃,R,10,109,0.353,-0.579,0.023,1.864,-36.476,0,0,0,400,5.076,0,0,0,4,7,R,ByeolBam,175.4,90,0.496,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,-37.161,HANA_ARASHI,-0.011,-17.596,Gonyong,-21.446,-48.786,Multeinn,-8.512,-64.139,Pring__,22.03,-47.978,vovopo 보보포,6.383,-63.24,Kr_Luna,37.681,-90.16,_앰프_,-1.261,-99.395,인생최패망자,-42.402,-83.043,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
11,1,1,2,0,1,1,0,0,1,1,255,255,4,10,481.477,눈꽃,R,0,140,1.575,0.231,0.127,1.967,-36.608,2,0,12.911,-40.177,6.85,0,0,1,4,7,R,ByeolBam,175.4,90,0.496,3,62,482.391,120,12,76,54,22,134,138,90,-11.752,0.291,-0.37,-0.037,-0.089,0.144,0,0.007,-37.028,HANA_ARASHI,-0.077,-17.595,Gonyong,-21.865,-49.51,Multeinn,-11.563,-63.652,Pring__,20.101,-44.171,vovopo 보보포,7.202,-62.216,Kr_Luna,37.679,-90.195,_앰프_,-1.144,-100.159,인생최패망자,-44.548,-87.81,482.496,0.274,-23.348,484.588,5,vovopo 보보포,3.002,-56.747,1,0,0,0,0,0,0,2
12,1,1,3,0,0,0,0,1,1,0,7,5,255,11,516.975,눈꽃,R,33,140,0.529,-0.664,-0.128,1.746,-36.535,0,0,117.936,-106.769,28.265,0,0,1,5,2,R,Yaksok~,173.2,86,0.301,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,-37.18,HANA_ARASHI,-0.043,-17.383,Gonyong,-22.185,-47.881,Multeinn,-4.386,-62.587,Pring__,21.259,-44.066,vovopo 보보포,8.03,-62.42,Kr_Luna,38.045,-91.268,_앰프_,-0.888,-104.882,인생최패망자,-43.012,-87.407,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
