id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,531.9,Kr_Luna,L,6,92,-0.355,0.778,0.231,1.943,-36.698,0,0,-367.971,0,2,0,0,0,0,2,L,Pring__,179.5,95,0.401,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,-37.547,Sabo_10,-0.415,-17.093,WhiteMountain,-22.739,-49.461,Penguin_iDOL,-13.314,-60.893,bdg06213,23.035,-47.375,Yaksok~,13.976,-64.008,coder_,36.837,-86.956,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,546.956,Kr_Luna,L,14,90,-2.109,-0.461,0.015,1.985,-36.559,2,0,-303.935,334.673,-14.669,0,0,1,0,2,L,Pring__,179.5,95,0.401,3,83,547.956,151,17,109,86,57,121,150,130,102.209,7.43,0.48,-0.021,-0.036,0.072,0,-0.018,-37.638,Sabo_10,-0.026,-17.142,WhiteMountain,-22.662,-49.413,Penguin_iDOL,-14.425,-63.6,bdg06213,22.927,-47.489,Yaksok~,13.963,-63.989,coder_,36.194,-87.177,AI,0,-100.6,AI,-35.7,-81.8,556.694,6.744,15.569,0,0,,0,0,0,0,0,0,0,0,0,3
3,1,1,0,0,0,2,0,0,0,0,255,255,255,2,565.915,Kr_Luna,L,0,136,-0.317,0.85,-0.03,1.883,-36.536,2,0,0,0,0,0,0,1,0,2,L,Pring__,179.5,95,0.401,3,84,566.7,132,21,124,109,54,140,150,129,29.642,14.044,0.56,0.027,-0.025,0.182,0,-0.12,-37.269,Sabo_10,0.016,-17.152,WhiteMountain,-23.12,-50.415,Penguin_iDOL,-13.069,-63.378,bdg06213,22.859,-48.318,Yaksok~,14.448,-62.977,coder_,37.918,-90.735,AI,0,-100.6,AI,-35.7,-81.8,574.627,-31.325,-148.7,0,0,,0,0,0,0,0,0,0,0,0,4
4,1,1,1,0,0,0,0,0,0,0,255,255,255,3,614.682,Kr_Luna,L,10,86,-1.442,-0.045,-0.201,1.999,-36.424,0,0,0,400,11.552,0,0,0,1,3,L,ʚEveɞ,175,95,0.401,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,-37.961,Sabo_10,-0.122,-17.058,WhiteMountain,-22.647,-48.839,Penguin_iDOL,-12.945,-62.054,bdg06213,23.96,-49.477,Yaksok~,13.321,-63.46,coder_,40.543,-87.051,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,1,0,0,1,0,0,0,0,255,255,255,4,630.27,Kr_Luna,L,6,82,-0.241,-0.501,0.182,1.624,-36.419,0,0,-264.771,0,29.303,0,0,1,1,3,L,ʚEveɞ,175,95,0.401,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,-37.986,Sabo_10,-0.173,-17.029,WhiteMountain,-22.523,-48.83,Penguin_iDOL,-12.94,-61.9,bdg06213,23.604,-49.06,Yaksok~,13.299,-63.451,coder_,40.594,-86.923,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,1,0,0,2,0,0,0,0,255,255,255,5,647.435,Kr_Luna,L,13,105,-0.912,0.194,-0.211,1.937,-36.497,2,0,302.467,386.773,-9.928,0,0,1,1,3,L,ʚEveɞ,175,95,0.401,3,58,648.646,224,31,128,71,5,255,150,111,-30,-3.584,0.94,0.079,-0.022,0.294,0,-0.275,-37.548,Sabo_10,-0.081,-16.959,WhiteMountain,-22.561,-48.796,Penguin_iDOL,-12.83,-62.182,bdg06213,22.692,-48.208,Yaksok~,13.307,-63.459,coder_,40.951,-86.748,AI,0,-100.6,AI,-35.7,-81.8,652.621,4.889,-90.404,656.772,0,Kr_Luna,-3.01,-38.593,1,0,0,0,0,0,0,2
7,1,1,1,0,0,0,0,1,0,0,3,255,255,6,708.945,Kr_Luna,L,3,95,1.103,0.617,-0.081,1.92,-36.469,2,0,386.686,0,-12.415,0,0,1,2,1,R,ゆっち一,190,95.602,0.404,3,67,710.256,34,9,63,48,29,63,81,67,1.456,23.497,-0.44,-0.041,-0.009,0,0,0.251,-37.62,Sabo_10,-0.007,-17.096,WhiteMountain,-19.403,-43.15,Penguin_iDOL,-14.332,-60.883,bdg06213,23.508,-50.216,Yaksok~,11.963,-64.978,coder_,37.79,-89.758,AI,0,-100.6,AI,-35.7,-81.8,711.16,-6.19,-33.487,713.057,3,Penguin_iDOL,-13.579,-52.985,0,0,0,0,0,0,0,2
8,1,1,1,0,0,0,1,0,0,1,255,255,3,7,746.84,Kr_Luna,L,0,129,0.805,1.359,0.075,1.921,-36.62,4,0,0,0,0,0,0,1,3,8,R,아침땅_,160,95,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,-37.762,Sabo_10,0.015,-16.722,WhiteMountain,-21.912,-48.179,Penguin_iDOL,-15.639,-61.233,bdg06213,18.998,-39.915,Yaksok~,11.216,-64.241,coder_,39.434,-83.067,AI,0,-100.6,AI,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,1,0,0,1,1,0,0,1,255,255,3,8,764.673,Kr_Luna,L,14,106,0.183,-1.021,0.296,1.822,-36.669,0,0,-371.067,318.938,-0.503,-0.156,-17.334,0,3,8,R,아침땅_,160,95,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,-37.617,Sabo_10,0.399,-17.828,WhiteMountain,-21.946,-48.193,Penguin_iDOL,-15.488,-61.589,bdg06213,18.684,-40.387,Yaksok~,11.192,-64.232,coder_,39.245,-83.408,AI,0,-100.6,Apple_Sherbet,-37.493,-83.997,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,1,1,0,0,2,1,0,0,1,255,255,3,9,782.841,Kr_Luna,L,6,106,0.098,0.189,0.308,1.799,-36.62,0,0,-440.786,0,0.18,0,0,0,3,8,R,아침땅_,160,95,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,-37.827,Sabo_10,0.065,-16.819,WhiteMountain,-21.035,-46.02,Penguin_iDOL,-13.814,-61.897,bdg06213,19.575,-43.637,Yaksok~,9.983,-64.271,coder_,36.877,-83.015,AI,0,-100.6,Apple_Sherbet,-38.895,-83.293,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
11,1,1,1,0,0,0,2,0,0,1,255,255,3,10,855.968,Kr_Luna,L,0,140,1.573,-0.065,0.146,1.726,-36.41,2,0,0,0,0,0,0,1,4,4,R,소솨소솨,190,95.643,0.5,2,58,856.832,235,9,125,17,4,255,137,92,-24.089,-6.95,-0.5,-0.014,-0.105,0.239,0,0.037,-37.398,Sabo_10,0.093,-16.905,WhiteMountain,-21.965,-48.759,Penguin_iDOL,-13.441,-62.224,bdg06213,19.178,-40.232,Yaksok~,12.568,-64.053,coder_,39.145,-85.079,AI,0,-100.6,Apple_Sherbet,-40.726,-80.863,857.039,0.525,-21.122,859.954,0,それいゆ るな,5.393,-69.586,0,16,0,0,0,0,0,2
12,1,0,1,0,0,0,0,0,0,0,255,255,255,0,1027.948,それいゆ るな,R,35,109,-0.614,-0.351,-0.046,1.002,-37.289,0,0,-25.337,187.132,-14.558,0,0,0,0,2,R,WhiteMountain,190,107,0.403,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.343,-38.134,ゆっち一,-0.053,-16.839,Pring__,-22.207,-47.229,ʚEveɞ,-13.75,-64.85,소솨소솨,19.317,-49.972,じゃがー,12.565,-66.224,AI,35.7,-81.8,눈꽃,-0.007,-111.047,아침땅_,-40.11,-85.16,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
13,1,0,1,0,0,1,0,0,0,0,255,255,255,1,1043.778,それいゆ るな,R,40,94,1.13,0.485,0.007,1.26,-37.152,2,0,33.971,-104.81,-3.517,0,0,1,0,2,R,WhiteMountain,190,107,0.403,2,58,1045.057,255,12,183,67,51,255,150,96,40.827,26.966,-0.5,-0.094,-0.015,0.183,0,-0.044,-37.916,ゆっち一,0.021,-16.793,Pring__,-22.278,-47.377,ʚEveɞ,-12.931,-64.794,소솨소솨,19.346,-49.97,じゃがー,12.178,-66.319,AI,35.7,-81.8,눈꽃,0.134,-106.657,아침땅_,-40.097,-85.484,1050.281,-25.812,-91.329,1056.791,8,아침땅_,-36.786,-120.445,1,0,0,0,0,0,0,2
14,1,0,1,0,0,0,0,0,1,0,255,11,255,2,1090.784,それいゆ るな,R,47,99,1.321,-0.028,-0.003,1.153,-37.41,0,0,86.253,20.086,14.011,0,0,0,1,1,L,Sabo_10,184.8,94,0.6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.337,-38.187,ゆっち一,0.055,-16.851,Pring__,-23.563,-48.975,ʚEveɞ,-12.035,-65.292,소솨소솨,21.039,-49.223,じゃがー,9.345,-63.777,AI,35.7,-81.8,눈꽃,8.086,-111.465,아침땅_,-30.175,-98.624,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
15,1,0,1,0,0,1,0,0,1,0,255,11,255,3,1110.212,それいゆ るな,R,47,96,-1.44,-0.411,-0.065,1.024,-37.141,2,0,59.985,-1.937,-42.912,0,0,1,1,1,L,Sabo_10,184.8,94,0.6,3,58,1111.419,148,14,109,64,37,117,150,128,26.742,10.756,0.65,-0.025,-0.03,0.163,0,-0.061,-38.059,ゆっち一,-0.122,-16.955,Pring__,-23.618,-48.926,ʚEveɞ,-11.249,-65.195,소솨소솨,21.029,-49.272,じゃがー,7.123,-62.425,AI,35.7,-81.8,눈꽃,8.962,-114.268,아침땅_,-30.465,-98.499,0,0,0,1116.172,7,눈꽃,-5.78,-124.036,0,0,0,0,0,0,0,1
