id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,363.833,Riyaj,0,147,-3.776,-2.738,1,27.429,-83.514,-0.775,-25.812,0,1,5,ByeolBam,174.5,54,0,0,0,0,0,0,0,0,0,-0.297,-36.681,-0.449,-17.176,-22.083,-47.281,-13.302,-65.044,20.298,-49.483,14.072,-63.989,40.111,-73.704,0.765,-110.499,-36.656,-84.206,0,0,0,0,0,,0,0,0,0
2,1,1,0,0,0,0,0,0,255,255,255,1,385.679,Riyaj,0,148,0.381,0.363,0,49.365,-80.482,0.161,-11.629,0,0,5,ByeolBam,174.5,54,0,0,0,0,0,0,0,0,0,0.003,-36.699,0.036,-17.202,-21.865,-47.996,-13.27,-65.187,19.51,-47.073,15.766,-62.68,39.976,-73.618,0.804,-110.456,-36.742,-84.121,0,0,0,0,0,,0,0,0,0
3,1,1,1,1,0,0,0,0,255,255,255,2,404.472,Riyaj,10,131,0.784,-1.633,2,0,400,0.161,-11.629,1,0,5,ByeolBam,174.5,54,405.389,113,204,79,171,130,-46.932,11.513,0.871,-0.369,-36.811,0.017,-17.102,-21.808,-48.112,-13.264,-65.063,20.234,-48.912,15.747,-62.701,40.068,-73.667,0.793,-110.512,-36.752,-84.153,405.498,0.116,-21.218,410.64,7,jdw4469,-9.629,-100.336,0,2
4,1,1,0,0,0,1,0,0,255,255,255,3,480.598,Riyaj,0,120,0.097,0.233,2,21.172,-68.739,0,0,0,0,1,Kr_Luna,190,58,481.432,119,145,101,171,87,-29.127,-44.53,0.996,-0.443,-36.937,0.272,-16.977,-20.152,-42.895,-13.59,-64.366,20.466,-48.007,6.57,-66.451,56.972,-89.113,4.569,-108.464,-37.638,-85.137,481.487,1.847,-22.785,0,0,,0,0,0,0
5,1,1,0,1,0,1,0,0,255,255,255,4,553.048,Riyaj,0,158,-1.543,-0.654,1,57.21,-200,-0.724,-16.826,0,0,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,-0.311,-36.915,-0.909,-17.086,-21.121,-46.73,-14.866,-63.173,18.848,-43.812,8.092,-66.669,53.883,-86.01,4.986,-109.7,-34.963,-84.799,0,0,0,0,0,,0,0,0,0
6,1,1,1,1,0,1,0,0,255,255,255,5,572.964,Riyaj,10,134,1.016,-1.46,4,-33.458,400,0.259,-18.073,0,0,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,0.164,-37.124,-0.061,-17.258,-19.436,-44.792,-14.814,-63.102,19.002,-46.883,9.124,-66.079,53.925,-86.044,4.984,-109.704,-34.959,-84.824,0,0,0,0,0,,0,0,0,0
7,1,1,1,2,0,1,0,0,255,255,255,6,592.905,Riyaj,0,142,-1.45,-0.597,2,-24.546,-140.916,0,0,0,0,1,Kr_Luna,190,59,593.749,120,166,29,162,104,31.594,-4.474,0.952,-0.24,-36.827,0.116,-17.153,-20.864,-47.299,-15.08,-63.128,21.093,-47.576,9.628,-66.115,54.031,-86.162,4.992,-109.707,-34.913,-84.891,597.565,15.365,-92.132,598.865,7,jdw4469,18.521,-102.783,0,2
8,1,1,0,0,0,1,1,0,255,255,255,7,625.155,Riyaj,0,125,3.512,3.699,1,84.153,-53.57,2.045,-6.032,0,0,4,ゆっち一,179.8,81,0,0,0,0,0,0,0,0,0,-0.008,-36.891,0.451,-16.43,-19.603,-42.493,-13.195,-64.564,19.09,-42.88,17.384,-61.896,43.563,-79.5,4.689,-106.582,-34.925,-85.772,0,0,0,0,0,,0,0,0,0
9,1,1,1,0,0,0,1,1,255,255,255,8,710.135,Riyaj,0,136,0.522,0.839,0,18.319,-101.601,0,0,0,0,4,ゆっち一,179.8,81,0,0,0,0,0,0,0,0,0,-0.306,-36.873,0.12,-16.923,-23.441,-48.816,-14.297,-64.39,17.948,-44.403,16.84,-62.272,42.492,-78.65,2.669,-108.428,-39.655,-82.613,0,0,0,0,0,,0,0,0,0
10,1,1,1,1,0,0,1,1,255,255,255,9,725.509,Riyaj,10,121,-0.89,-0.19,0,0,400,-0.141,-17.063,1,0,4,ゆっち一,179.8,81,0,0,0,0,0,0,0,0,0,-0.233,-37.346,-0.128,-17.01,-23.358,-48.753,-14.082,-64.587,18.286,-42.873,16.245,-61.073,42.46,-78.615,2.695,-108.443,-39.6,-82.656,0,0,0,0,0,,0,0,0,0
