id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
11,1,0,0,0,0,1,0,1,0,0,15,255,255,2,542.035,소솨소솨,R,0,134,0.47,1.334,1,0,0,0,0,0,1,7,R,인생최패망자,174.5,90,0.45,85,0,0,0,0,0,0,0,0,0,0,0,0,-0.005,-38.153,-0.301,-16.421,-17.479,-41.467,-11.137,-60.429,18.827,-43.338,7.307,-64.895,35.7,-81.8,-4.666,-101.637,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
12,1,0,0,0,1,1,0,1,0,0,15,255,255,3,559.477,소솨소솨,R,4,110,-0.944,-0.155,2,-201.7,0,0,0,1,1,7,R,인생최패망자,174.5,90,0.45,85,560.668,119,106,32,135,127,35.07,-17.57,0.51,-0.048,-0.083,0.253,-0.064,-37.832,-0.269,-16.246,-16.565,-41.419,-11.142,-59.704,18.852,-43.346,9.044,-65.518,35.7,-81.8,-4.773,-101.471,-35.7,-81.8,566.9,21.588,-132.811,569.372,7,Gonyong,15.944,-129.958,1,0,0,0,0,0,0,2
13,1,0,0,0,0,0,0,0,1,0,255,16,255,4,629.697,소솨소솨,R,0,140,-0.639,0.059,0,0,0,0.147,-16.896,1,2,4,L,schmoneymikey,190,100,0.6,81,0,0,0,0,0,0,0,0,0,0,0,0,-0.364,-38.14,-0.151,-16.758,-16.982,-43.528,-7.882,-61.271,19.579,-41.792,13.138,-62.97,35.7,-81.8,11.128,-111.743,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
14,1,0,0,0,0,1,0,0,1,0,255,16,255,5,657.098,소솨소솨,R,6,88,2.888,0.145,2,385.97,0,0,0,1,2,4,L,schmoneymikey,190,100,0.6,81,658.188,125,120,84,138,87,43.01,-45.904,-0.46,0.103,-0.147,0.104,0.155,-37.709,-0.019,-16.714,-17.089,-43.493,-1.385,-59.262,19.744,-42.328,11.571,-63.041,35.703,-81.803,10.998,-107.218,-35.703,-81.803,667.171,64.758,-89.542,672.108,4,Eaglebuter,19.634,-41.201,1,0,0,0,0,0,0,0
15,1,0,0,2,0,0,0,0,1,0,255,13,255,6,701.087,소솨소솨,R,0,137,0.292,0.317,2,0,0,0,0,1,3,1,L,Sabo_10,184.7,92,0.6,49,702.067,164,116,73,144,129,97.594,76.478,0.71,0.076,-0.135,0.346,-0.043,-37.43,0.164,-16.536,-17.761,-43.442,-10.395,-63.267,19.441,-42.449,11.537,-64.832,35.7,-81.8,12.142,-121.822,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
16,1,0,0,2,0,1,0,0,1,0,255,13,255,7,723.424,소솨소솨,R,4,113,3.719,-0.065,1,-183.634,0,0,0,0,3,1,L,Sabo_10,184.7,92,0.6,49,0,0,0,0,0,0,0,0,0,0,0,0,-0.277,-38.315,0.346,-16.204,-17.681,-43.495,-11.669,-62.794,19.474,-42.43,14.457,-62.322,35.7,-81.8,12.058,-123.075,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
17,1,0,0,2,1,1,0,0,1,0,255,13,255,8,742.73,소솨소솨,R,0,140,1.756,0.991,4,0,0,0,0,1,3,1,L,Sabo_10,184.7,92,0.6,49,0,0,0,0,0,0,0,0,0,0,0,0,-0.114,-37.981,0.223,-16.049,-17.693,-43.545,-11.58,-62.802,19.238,-42.142,13.604,-63.37,35.7,-81.8,12.196,-123.133,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
18,1,0,0,2,1,2,0,0,1,0,255,13,255,9,762.535,소솨소솨,R,0,97,0.102,1.089,4,0,0,0,0,1,3,1,L,Sabo_10,184.7,92,0.6,49,0,0,0,0,0,0,0,0,0,0,0,0,-0.038,-37.996,-0.034,-16.02,-17.737,-43.466,-9.741,-62.228,19.237,-42.2,12.251,-61.408,35.7,-81.8,12.22,-123.215,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
19,1,0,0,2,0,0,1,0,1,0,255,13,255,10,793.78,소솨소솨,R,0,140,1.377,-0.087,0,0,0,0.603,-15.886,1,4,5,L,_Chun,160,95.143,0.502,75,0,0,0,0,0,0,0,0,0,0,0,0,-0.047,-37.895,0.298,-16.081,-17.598,-42.873,-13.165,-63.86,19.679,-42.144,13.277,-62.909,35.7,-81.8,13.362,-104.941,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20,1,0,0,2,0,1,1,0,1,0,255,13,255,11,811.391,소솨소솨,R,0,140,1.033,0.019,0,0,0,-0.223,-15.649,1,4,5,L,_Chun,160,95.143,0.502,75,0,0,0,0,0,0,0,0,0,0,0,0,-0.124,-37.86,0.159,-15.691,-17.551,-42.953,-13.507,-63.809,19.218,-43.171,13.213,-62.574,35.7,-81.8,13.346,-105.028,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
21,1,0,0,2,1,2,1,0,1,0,255,13,255,12,929.851,소솨소솨,R,0,132,0.225,1.605,1,0,0,0,0,0,4,5,L,_Chun,160,95.143,0.502,73,0,0,0,0,0,0,0,0,0,0,0,0,-0.091,-38.141,-0.1,-16.269,-17.547,-43.445,-6.437,-68.141,19.246,-42.548,13.479,-62.867,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
22,1,0,0,2,2,2,1,0,1,0,255,13,255,13,948.935,소솨소솨,R,0,107,-0.103,1.306,2,0,0,0,0,1,4,5,L,_Chun,160,95.143,0.502,73,950.031,127,57,15,120,66,54.575,-10.702,-0.5,0.097,-0.041,0.149,-0.163,-37.48,-0.054,-16.276,-17.55,-43.387,-4.233,-66.36,19.22,-42.587,12.422,-64.451,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,954.816,5,즉석카레,7.023,-54.571,0,0,0,0,0,0,0,1
23,1,0,0,2,0,0,2,0,1,0,255,13,255,14,981.165,소솨소솨,R,0,140,-0.454,-0.348,0,0,0,0,0,0,5,3,R,mungjungh,160,107,0.551,71,0,0,0,0,0,0,0,0,0,0,0,0,-0.261,-38.315,-0.056,-16.316,-17.733,-42.885,-15.173,-62.801,19.681,-43.016,8.894,-62.705,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
24,1,0,0,2,0,1,2,0,1,0,255,13,255,15,1000.959,소솨소솨,R,3,97,-3.242,0.52,2,-275.335,0,0,0,1,5,3,R,mungjungh,160,107,0.551,71,1002.203,104,103,43,133,81,35.811,40.11,0.93,-0.07,-0.105,0.336,0.072,-37.703,-0.237,-16.329,-17.603,-42.795,-15.085,-62.712,19.606,-42.555,7.455,-63.81,35.7,-81.8,0,-100.6,-35.7,-81.8,1006.761,-49.352,-66.027,0,0,,0,0,0,0,0,0,0,0,0,3
25,1,0,0,2,0,2,2,0,1,0,255,13,255,16,1023.64,소솨소솨,R,11,113,-0.411,0.249,0,0,185.418,-0.457,-16.556,0,5,3,R,mungjungh,160,107,0.551,70,0,0,0,0,0,0,0,0,0,0,0,0,-0.186,-38.006,-0.167,-16.547,-18.432,-43.451,-15.449,-60.612,19.859,-43.609,10.981,-62.347,35.696,-81.809,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
26,2,1,0,2,0,0,0,0,0,0,255,255,255,8,1080.298,IllilliIIIIllil,R,0,130,0.802,0.51,0,104.646,-126.401,0,0,0,3,7,R,Gonyong,190,86,0.2,69,0,0,0,0,0,0,0,0,0,0,0,0,-0.315,-37.668,0.033,-16.898,-23.909,-50.062,-16.034,-63.12,23.607,-51.792,11.725,-64.014,35.7,-81.8,-0.444,-111.063,-36.497,-83.22,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
27,2,1,0,2,0,1,0,0,0,0,255,255,255,9,1095.672,IllilliIIIIllil,R,14,126,1.372,-1.917,2,359.058,347.961,0.309,-19.518,1,3,7,R,Gonyong,190,86,0.2,69,1096.609,164,98,18,138,89,-60.397,-8.257,0.95,-0.051,-0.05,0.127,-0.005,-37.329,0.017,-16.978,-23.696,-49.76,-16.028,-63.133,23.593,-51.775,11.314,-63.405,35.7,-81.8,-0.307,-111.362,-35.621,-81.473,1096.414,0.364,-19.286,1100.184,5,_Chun,5.083,-51.802,0,8,0,0,0,0,0,2
28,2,1,0,2,0,0,1,0,0,0,255,255,255,10,1159.282,IllilliIIIIllil,R,4,134,-2.028,0.097,1,-166.701,0,0,0,0,4,1,R,Pugeuk,190,97.373,0.596,75,0,0,0,0,0,0,0,0,0,0,0,0,-0.142,-37.89,-0.163,-17.044,-23.108,-48.773,-14.265,-63.475,22.351,-50.311,10.57,-62.726,35.7,-81.8,1.857,-103.375,-36.553,-80.075,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
29,2,1,0,2,1,0,1,0,0,0,255,255,255,11,1174.391,IllilliIIIIllil,R,14,122,1.627,-0.463,2,312.899,389.992,0,0,1,4,1,R,Pugeuk,190,97.373,0.596,75,1175.441,165,163,55,144,130,40.537,25.071,0.69,-0.023,-0.088,0.475,-0.113,-37.095,0.009,-17.027,-23.106,-48.796,-14.268,-63.486,23.111,-50.88,10.961,-63.407,35.7,-81.8,1.219,-107.778,-37.073,-79.916,1181.587,-29.761,-130.418,0,0,,0,0,0,0,0,0,0,0,0,4
30,2,1,1,2,0,0,1,0,0,0,255,255,255,12,1215.797,IllilliIIIIllil,R,0,138,-0.137,0.398,0,108.217,-106.876,0,0,0,5,5,R,즉석카레,170.2,100.353,0.404,68,0,0,0,0,0,0,0,0,0,0,0,0,-0.123,-37.801,-0.084,-17.435,-21.48,-47.545,-13.384,-64.431,22.35,-48.92,9.438,-64.506,35.7,-81.8,0.027,-108.152,-42.246,-89.017,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
31,2,1,1,2,0,1,1,0,0,0,255,255,255,13,1229.589,IllilliIIIIllil,R,0,131,-0.369,-1.121,2,-250,-200,0,0,1,5,5,R,즉석카레,170.2,100.353,0.404,68,1230.408,204,112,70,148,103,43.913,13.423,0.09,-0.148,-0.139,0.245,-0.068,-37.154,0.025,-17.138,-21.479,-47.574,-13.371,-64.44,22.485,-49.356,9.765,-66.393,35.7,-81.8,0.037,-108.182,-42.191,-89.046,1235.962,-23.808,-96.242,1236.122,8,Yaksok~,-23.284,-94.669,0,0,0,0,0,0,0,1
32,2,1,1,2,0,0,2,0,0,0,255,255,255,14,1256.461,IllilliIIIIllil,R,0,138,1.815,0.43,1,0,0,0,0,0,6,0,R,소솨소솨,190,89.643,0.4,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.031,-37.909,0.253,-17.092,-22.547,-47.954,-13.064,-64.878,23.032,-50.273,9.186,-62.463,35.7,-81.8,0.095,-109.679,-38.736,-84.057,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
33,2,1,1,2,1,0,2,0,0,0,255,255,255,15,1270.33,IllilliIIIIllil,R,12,138,0.43,-0.733,0,0,54.082,0,0,0,6,0,R,소솨소솨,190,89.643,0.4,67,0,0,0,0,0,0,0,0,0,0,0,0,0.037,-37.753,-0.015,-16.944,-22.539,-47.982,-13.055,-64.892,23.092,-50.3,9.302,-62.675,35.7,-81.8,-0.015,-109.279,-38.987,-82.989,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
34,2,1,1,2,1,1,2,0,0,0,255,255,255,16,1284.215,IllilliIIIIllil,R,23,95,0.695,0.081,0,-110.851,110.131,0,0,1,6,0,R,소솨소솨,190,89.643,0.4,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.081,-37.813,-0.053,-16.893,-22.547,-48,-13.059,-64.87,23.107,-50.309,9.329,-62.684,35.7,-81.8,0.619,-108.975,-38.532,-82.661,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
35,2,1,1,2,1,2,2,0,0,0,255,255,255,17,1298.806,IllilliIIIIllil,R,0,140,0.086,-0.689,2,-221.213,-200,0,0,1,6,0,R,소솨소솨,190,89.643,0.4,67,1299.825,221,133,35,148,87,-12.576,-3.041,-0.51,-0.155,-0.234,0.407,-0.114,-37.041,-0.003,-16.986,-22.554,-48.018,-13.064,-64.882,23.155,-50.403,9.291,-62.7,35.7,-81.8,0.454,-109.777,-38.461,-81.983,1299.761,0.144,-22.694,1301.719,5,_Chun,4.627,-59.102,0,0,0,0,0,0,0,2
36,2,0,1,2,0,0,0,0,0,0,255,255,255,17,1342.768,소솨소솨,R,0,130,1.528,0.68,1,0,0,0,0,0,6,8,R,Yaksok~,166.4,93.281,0.397,67,0,0,0,0,0,0,0,0,0,0,0,0,-0.065,-38.209,0.305,-16.603,-18.027,-42.838,-14.984,-63.544,24.209,-51.629,11.151,-64.38,35.7,-81.8,-9.809,-103.921,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
37,2,0,1,2,1,0,0,0,0,0,255,255,255,18,1361.031,소솨소솨,R,0,137,-0.148,0.134,2,0,0,0,0,1,6,8,R,Yaksok~,166.4,93.281,0.397,67,1361.793,175,155,0,145,84,32.179,-40.893,-0.23,-0.055,-0.155,0.354,-0.313,-37.295,0.169,-16.493,-18.057,-42.814,-14.993,-63.545,24.241,-51.652,10.805,-64.912,35.7,-81.8,-9.371,-104.562,-35.7,-81.8,1365.775,36.062,-76.478,1369.358,5,즉석카레,10.71,-64.211,0,0,0,0,0,0,0,1
38,2,0,1,2,0,0,1,0,0,0,255,255,255,19,1395.389,소솨소솨,R,3,105,-1.168,0.28,0,-421.315,0,-1.006,-16.081,0,7,0,L,IllilliIIIIllil,174.5,95.213,0.497,66,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-38.307,-1.214,-16.683,-17.864,-42.985,-12.875,-64.067,24.879,-51.385,13.651,-63.47,35.7,-81.8,2.941,-108.507,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
39,2,0,1,2,0,1,1,0,0,0,255,255,255,20,1413.813,소솨소솨,R,0,130,4.181,0.325,2,0,0,0,0,1,7,0,L,IllilliIIIIllil,174.5,95.213,0.497,66,1414.825,180,137,44,147,99,15.911,-18.788,0.91,0.016,-0.025,0.208,-0.241,-37.515,0.101,-16.35,-17.814,-42.664,-12.905,-64.138,24.866,-51.445,11.824,-64.945,35.7,-81.8,2.932,-108.675,-35.7,-81.8,1417.351,27.362,-75.679,1421.254,3,눈꽃,0.828,-59.648,1,0,0,0,0,0,0,0
40,2,0,1,2,0,0,1,1,0,0,9,255,255,21,1476.527,소솨소솨,R,0,129,-0.191,-0.202,2,0,0,0,0,1,0,2,L,Pring__,179.7,90.045,0.475,66,1477.248,183,159,39,147,128,38.482,-40.01,0.66,0.023,-0.076,0.434,-0.222,-37.445,-0.098,-16.649,-17.411,-41.022,-9.82,-61.054,21.318,-45.958,11.382,-64.372,35.7,-81.8,4.724,-107.95,-35.7,-81.8,1482.191,61.437,-111.05,0,0,,0,0,0,0,0,0,0,0,0,4
41,2,0,1,4,0,0,1,0,0,0,255,255,255,22,1519.701,소솨소솨,R,0,113,1.216,1.327,1,0,0,0,0,0,1,7,R,인생최패망자,174.5,90,0.45,65,0,0,0,0,0,0,0,0,0,0,0,0,-0.249,-38.364,0.113,-16.641,-18.127,-42.555,-12.503,-64.863,23.97,-52.552,9.923,-65.886,35.7,-81.8,-5.394,-117.028,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
42,2,0,1,4,1,0,1,0,0,0,255,255,255,23,1536.751,소솨소솨,R,3,104,-6.834,0.227,1,-472.727,0,-2.808,-11.646,0,1,7,R,인생최패망자,174.5,90,0.45,65,0,0,0,0,0,0,0,0,0,0,0,0,-0.713,-38.959,-1.469,-15.754,-18.335,-42.446,-12.68,-64.454,23.983,-52.557,9.26,-65.989,35.7,-81.8,-5.409,-116.99,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
43,2,0,1,4,2,0,1,0,0,0,255,255,255,24,1561.371,소솨소솨,R,0,137,0.482,-1.214,2,0,0,0,0,1,1,7,R,인생최패망자,174.5,90,0.45,65,1562.471,138,136,67,140,85,46.512,54.576,-0.12,-0.122,-0.105,0.19,-0.234,-37.287,0.401,-16.726,-18.29,-42.406,-12.696,-64.448,24.009,-52.518,9.261,-65.974,35.7,-81.8,-5.508,-116.998,-35.7,-81.8,1567.025,-50.036,-66.585,0,0,,0,0,0,0,0,0,0,0,0,3
44,2,0,1,4,2,1,1,0,0,0,255,255,255,25,1585.1,소솨소솨,R,3,101,-1.321,-0.731,2,-378.141,0,0,0,1,1,7,R,인생최패망자,174.5,90,0.45,69,1586.354,120,110,53,136,84,27.874,23.416,0.95,-0.113,-0.085,0.196,-0.193,-37.478,-0.35,-16.479,-18.567,-43.45,-15.486,-62.863,22.941,-50.059,9.864,-65.375,35.7,-81.8,-7.571,-114.787,-35.7,-81.8,1590.65,-32.319,-81.099,1594.608,5,즉석카레,-1.715,-60.264,0,0,0,0,0,0,0,1
45,2,0,1,4,0,0,2,0,0,0,255,255,255,26,1617.951,소솨소솨,R,6,88,3.244,-0.049,2,379.396,0,0,0,1,2,4,L,schmoneymikey,190,100,0.6,64,1619.192,176,146,45,146,129,103.423,60.362,0.29,0.127,-0.154,0.18,-0.095,-37.632,0.352,-16.611,-17.865,-42.88,-16.147,-62.496,21.612,-48.17,10.335,-65.52,35.7,-81.8,11.672,-106.522,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
46,2,0,1,4,0,1,2,0,0,0,255,255,255,27,1635.698,소솨소솨,R,0,130,0.638,0.42,0,0,0,0,0,1,2,4,L,schmoneymikey,190,100,0.6,64,0,0,0,0,0,0,0,0,0,0,0,0,-0.207,-38.341,0.156,-16.597,-17.547,-42.932,-13.39,-64.401,21.81,-47.96,12.558,-64.808,35.7,-81.8,10.614,-107.488,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
47,2,0,1,4,0,2,2,0,0,0,255,255,255,28,1651.425,소솨소솨,R,0,138,0.463,-0.893,2,0,0,0,0,1,2,4,L,schmoneymikey,190,100,0.6,64,1652.293,197,89,11,137,85,-16.986,-16.664,-0.4,0.154,-0.167,0.311,-0.224,-37.394,-0.014,-16.373,-17.571,-42.886,-13.393,-64.407,21.824,-47.98,10.876,-64.671,35.7,-81.8,10.603,-107.548,-35.7,-81.8,1652.295,0.646,-21.927,1654.615,5,즉석카레,11.025,-56.845,0,0,0,0,0,0,0,2
48,3,1,1,4,0,0,0,0,0,0,255,255,255,18,1678.363,IllilliIIIIllil,R,0,118,2.519,0.744,1,23.338,-80.284,0.741,-17.23,0,0,4,R,Eaglebuter,169.5,95,0.5,64,0,0,0,0,0,0,0,0,0,0,0,0,-0.217,-37.511,0.352,-16.936,-23.851,-50.507,-14.071,-63.918,20.672,-48.49,7.535,-65.611,35.704,-81.804,-0.235,-86.209,-37.17,-82.596,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
49,3,1,1,4,0,0,0,0,0,0,255,255,255,19,1699.36,IllilliIIIIllil,R,0,139,0.102,0.39,2,32.348,-151.193,0,0,1,0,4,R,Eaglebuter,169.5,95,0.5,64,1700.335,135,66,7,126,82,-32.918,11.752,0.92,-0.08,-0.088,0.262,-0.086,-37.072,0.038,-16.9,-24.348,-50.137,-14.066,-63.958,21.193,-49.212,8.198,-64.087,35.7,-81.8,-0.584,-102.276,-37.452,-83.568,1700.177,-0.229,-19.083,1700.365,1,Sabo_10,0.018,-20.958,0,0,0,0,0,0,0,2
50,3,1,1,4,0,1,0,0,0,0,255,255,255,20,1713.715,IllilliIIIIllil,R,0,132,0.58,0.472,2,59.473,-153.904,0,0,1,0,4,R,Eaglebuter,169.5,95,0.5,63,1714.632,176,74,0,132,75,-63.851,-8.663,-0.54,-0.035,-0.023,0.342,-0.117,-37.346,0.05,-16.916,-24.076,-49.724,-12.533,-64.427,22.411,-49.93,8.258,-62.993,35.7,-81.8,-0.949,-101.695,-37.632,-83.221,1714.448,0.185,-19.788,1716.719,0,IllilliIIIIllil,2.55,-35.442,0,0,0,0,0,0,0,2
51,3,1,1,4,0,0,1,0,0,0,255,255,255,21,1736.191,IllilliIIIIllil,R,0,129,1.503,0.559,1,90.148,-155.877,0,0,0,1,2,R,甲斐野柊太,190,86,0.2,63,0,0,0,0,0,0,0,0,0,0,0,0,0.023,-38.125,0.13,-16.888,-19.246,-44,-12.262,-64.304,22.376,-49.819,8.419,-64.67,35.7,-81.8,-0.225,-105.385,-35.645,-82.907,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
52,3,1,1,4,1,0,1,0,0,0,255,255,255,22,1748.144,IllilliIIIIllil,R,0,136,-0.113,-0.394,2,30.575,-200,0,0,1,1,2,R,甲斐野柊太,190,86,0.2,63,1749.316,161,151,69,144,89,23.146,21.079,-0.45,-0.007,-0.196,0.285,-0.07,-37.078,0.042,-16.836,-21.62,-46.879,-12.237,-64.337,23.782,-52.722,8.476,-64.365,35.7,-81.8,-0.026,-105.375,-36.073,-82.629,0,0,0,1753.164,8,Yaksok~,-20.691,-83.06,0,0,0,0,0,0,0,1
