id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,296.744,소솨소솨,R,3,102,-2.452,0.209,1,-385.184,0,0,0,0,0,8,R,sano jpn,169.1,93,0,0,0,0,0,0,0,0,0,0,0,0,-0.095,-38.231,-0.021,-17.067,-25.113,-49.329,-13.527,-58.229,17,-47.305,10.989,-60.561,46.446,-90.441,0,-100.6,-49.341,-85.77,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,314.139,소솨소솨,R,0,139,0.562,0.228,2,0,0,0,0,1,0,8,R,sano jpn,169.1,93,315.186,121,71,29,132,123,-16.561,18.079,0.39,-0.021,-0.003,0.033,0.003,-37.517,0.026,-17.13,-25.73,-50.539,-11.956,-58.46,19.789,-46.269,11.894,-61.324,48.136,-90.731,0,-100.6,-49.496,-84.592,315.373,-0.872,-23.327,317.068,3,Saƅer,-11.184,-55.107,0,0,0,0,0,0,0,2
3,1,1,0,0,0,0,1,0,0,0,255,255,255,2,348.608,소솨소솨,R,0,131,1.315,0.494,0,0,0,0,0,0,1,5,R,Pugeuk,160,89,0,0,0,0,0,0,0,0,0,0,0,0,-0.086,-38.419,0.143,-17.432,-25.077,-49.324,-11.955,-57.184,15.918,-48.216,10.931,-60.165,47.966,-90.775,0,-100.6,-46.635,-85.596,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,1,1,0,0,0,255,255,255,3,365.866,소솨소솨,R,3,107,-2.964,1.136,4,-430.44,0,0,0,1,1,5,R,Pugeuk,160,89,0,0,0,0,0,0,0,0,0,0,0,0,-0.331,-38.425,-0.364,-17.436,-24.792,-49.26,-12.104,-57.176,15.128,-49.133,10.104,-60.362,46.596,-91.885,0,-100.6,-46.635,-85.607,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,2,1,0,0,0,255,255,255,4,385.936,소솨소솨,R,0,96,3.508,4.381,2,0,0,0,0,1,1,5,R,Pugeuk,160,89,386.899,92,72,8,127,96,9.842,17.357,0.81,-0.076,-0.037,0.201,-0.114,-37.877,-0.136,-17.507,-22.4,-46.406,-12.246,-57.325,15.54,-49.035,10.904,-61.699,48.229,-92.53,0,-100.6,-46.788,-85.726,0,0,0,388.957,3,Saƅer,-12.336,-55.424,0,0,0,0,0,0,0,1
6,1,1,0,0,0,0,2,0,0,0,255,255,255,5,418.784,소솨소솨,R,0,133,0.133,0.758,2,0,0,0,0,1,2,2,R,甲斐野柊太,190,85,419.89,143,159,99,141,121,1.071,-10.278,0.64,0.012,-0.156,0.197,-0.256,-37.382,-0.142,-17.314,-25.101,-48.882,-13.268,-57.002,14.691,-46.85,11.954,-63.065,48.327,-91.488,0,-100.6,-47.068,-86.586,426.394,13.796,-129.197,430.575,5,NABIMan,3.553,-76.507,1,0,0,0,0,0,0,0
7,1,1,0,0,0,0,2,0,1,0,255,2,255,6,461.694,소솨소솨,R,0,125,-1.662,-0.198,2,0,0,0,0,1,3,4,L,schmoneymikey,190,83,462.49,198,106,12,140,84,28.32,-2.738,-0.53,0.175,-0.128,0.214,-0.402,-37.539,-0.233,-16.948,-20.574,-45.35,-2.182,-60.743,19.435,-44.796,13.65,-60.935,49.614,-95.449,0,-100.6,-46.071,-94.823,467.471,3.43,-90.528,0,0,,0,0,0,0,0,0,0,0,0,1
8,1,0,0,0,0,0,0,0,0,0,255,255,255,0,578.756,눈꽃,R,0,140,0.35,-0.216,0,42.623,-85.95,0,0,0,0,8,R,아침땅_,168.1,78,0,0,0,0,0,0,0,0,0,0,0,0,0.145,-37.192,-0.099,-17.031,-17.433,-43.249,-16.342,-59.545,21.323,-46.489,12.565,-62.819,43.843,-81.195,-0.753,-105.758,-38.04,-78.887,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,0,0,0,0,1,0,0,0,0,255,255,255,1,589.812,눈꽃,R,0,140,1.792,0.568,2,33.643,-47.339,0,0,0,0,8,R,아침땅_,168.1,78,590.866,36,3,34,3,46,-50.277,38.518,-0.48,-0.04,-0.107,0,0.208,-37.043,-0.06,-17.101,-17.76,-43.17,-16.305,-59.538,21.406,-46.564,12.644,-62.834,43.624,-80.48,-4.363,-100.758,-39.28,-79.484,591.089,-0.265,-20.088,593.991,2,甲斐野柊太,-11.86,-33.093,0,0,0,0,0,0,0,2
10,1,0,0,0,0,0,1,0,0,0,255,255,255,2,613.027,눈꽃,R,0,140,-0.378,0.025,0,38.099,-52.313,0,0,0,1,6,R,レビノア,160,77,0,0,0,0,0,0,0,0,0,0,0,0,0.334,-37.313,-0.083,-17.049,-17.466,-42.871,-15.161,-63.098,21.561,-47.647,14.663,-62.117,42.937,-79.617,3.178,-99.255,-41.44,-82.08,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
