id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,729.392,siesta_aves,0,140,0.067,0.262,0,113.44,-11.788,0,0,1,0,8,-라후이-,180.1,59,0,0,0,0,0,0,0,0,0,-0.014,-37.859,-0.195,-17.132,-20.167,-46.124,-13.2,-64.624,19.238,-45.482,13.993,-62.555,43.461,-85.86,-2.504,-111.661,-36.817,-76.21,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
2,1,1,0,1,0,0,0,0,255,255,255,1,774.588,siesta_aves,0,133,0.482,0.247,0,54.295,-26.665,0,0,0,0,8,-라후이-,180.1,59,0,0,0,0,0,0,0,0,0,-0.098,-37.965,-0.124,-17.038,-20.005,-46.36,-13.719,-64.143,19.117,-46.196,13.301,-62.972,43.437,-85.955,-2.482,-110.667,-38.402,-75.769,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,1,1,0,2,0,0,0,0,255,255,255,2,786.836,siesta_aves,0,139,-2.003,-0.168,1,130.328,-5.957,0,0,0,0,8,-라후이-,180.1,59,0,0,0,0,0,0,0,0,0,-0.022,-38.156,-0.134,-17.086,-19.949,-45.942,-13.535,-64.394,18.994,-46.283,9.09,-63.326,43.478,-85.921,-0.986,-111.259,-35.935,-74.495,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4,1,1,1,2,0,0,0,0,255,255,255,3,798.2,siesta_aves,0,130,-0.859,0.653,2,94.396,33.427,0,0,1,0,8,-라후이-,180.1,59,799.073,101,143,82,151,130,9.53,2.528,0.526,0.129,-36.849,-0.01,-17.402,-19.004,-45.775,-13.796,-64.326,19.163,-46.342,14.202,-62.148,43.459,-85.909,-2.315,-110.808,-37.09,-76.474,801.026,-1.798,-79.08,802.242,7,紅さかな,-2.03,-100.996,1,2,0,0,0,0,0
5,1,1,0,0,0,1,0,0,8,255,255,4,865.337,siesta_aves,4,135,3.812,-0.991,1,-155.529,0,0,0,0,1,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,0.093,-38.205,0,-17.32,-19.144,-39.584,-11.118,-62.856,19.653,-46.589,13.003,-62.393,42.847,-86.71,1.809,-112.802,-38.134,-87.35,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6,1,1,1,0,0,1,0,0,8,255,255,5,880.131,siesta_aves,4,130,-1.272,0.474,1,-225.654,0,0,0,0,1,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,-0.034,-38.157,-0.148,-17.322,-19.047,-39.574,-11.248,-62.967,19.714,-46.593,11.954,-62.138,42.919,-86.679,1.805,-112.825,-39.401,-87.964,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,1,1,2,0,0,1,0,0,8,255,255,6,895.012,siesta_aves,0,132,-0.815,0.649,0,143.165,10.86,0,0,0,1,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,-0.082,-38.315,-0.034,-17.376,-19.326,-39.621,-11.291,-63.057,19.891,-46.026,11.21,-61.697,43.895,-86.777,1.874,-113.177,-39.404,-87.947,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8,1,1,2,1,0,1,0,0,8,255,255,7,909.112,siesta_aves,3,97,5.252,-2.529,1,-375.845,0,1.232,-22.678,0,1,1,Kr_Luna,190,59,0,0,0,0,0,0,0,0,0,-0.189,-38.066,1.401,-17.224,-19.254,-39.346,-9.714,-62.83,19.739,-45.651,10.526,-62.082,43.9,-86.772,1.455,-113.662,-39.278,-87.782,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
9,1,1,3,1,0,1,0,0,8,255,255,8,939.561,siesta_aves,4,130,-1.263,0.741,2,-186.25,0,0,0,1,1,1,Kr_Luna,190,59,940.351,118,132,78,151,67,35.114,1.071,-0.461,0.004,-36.917,-0.035,-17.312,-19.006,-39.394,-9.677,-61.945,20.439,-46.142,15.928,-61.683,43.685,-86.991,1.042,-112.953,-36.188,-85.68,945.092,-1.175,-71.852,945.392,3,甲斐野柊太,-1.16,-71.007,0,1,0,0,0,0,0
10,1,1,0,0,1,1,0,0,8,255,255,9,973.683,siesta_aves,0,138,2.003,0.395,1,152.408,18.653,0,0,0,2,2,ByeolBam,174.8,59,0,0,0,0,0,0,0,0,0,-0.146,-38.151,-0.079,-17.1,-18.92,-39.935,-11.831,-62.078,20.136,-46.235,11.108,-60.825,40.951,-84.985,-2.657,-112.263,-37.59,-78.981,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
11,1,1,1,0,1,1,0,0,8,255,255,10,987.045,siesta_aves,17,119,-1.146,-1.453,1,-22.991,-88.388,0,0,0,2,2,ByeolBam,174.8,59,0,0,0,0,0,0,0,0,0,-0.238,-37.779,-0.096,-17.132,-19.68,-40.715,-11.806,-62.494,19.891,-46.685,11.584,-62.525,41.516,-84.733,-2.368,-111.568,-37.743,-79.208,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
