id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result
1,1,1,0,0,0,0,0,0,255,255,255,0,287.964,소솨소솨,0,95,1.257,-0.279,1,0,0,0,0,0,0,7,ByeolBam,174.8,72,0,0,0,0,0,0,0,0,0,-0.141,-38.645,0.03,-17.242,-21.895,-51.476,-12.585,-64.893,20.669,-47.912,11.891,-62.755,46.046,-94.416,2.094,-113.449,-39.047,-94.668,0,0,0,0,0,,0,0,0,0
2,1,1,1,0,0,0,0,0,255,255,255,1,301.176,소솨소솨,0,96,-0.282,-0.319,0,0,0,-0.073,-12.738,0,0,7,ByeolBam,174.8,72,0,0,0,0,0,0,0,0,0,-0.188,-38.607,0.07,-17.248,-21.093,-49.757,-12.551,-64.828,19.611,-49.339,11.927,-62.769,45.631,-93.841,2.084,-113.456,-33.737,-94.851,0,0,0,0,0,,0,0,0,0
3,1,1,1,1,0,0,0,0,255,255,255,2,312.231,소솨소솨,0,96,0.966,-0.999,2,0,0,0,0,1,0,7,ByeolBam,174.8,72,313.308,124,203,67,155,104,4.763,-20.959,0.879,-0.137,-38.535,0.04,-17.275,-22.069,-50.936,-12.57,-64.793,19.688,-49.243,12.431,-63.964,45.863,-93.481,2.099,-113.563,-33.748,-94.862,313.965,8.711,-45.328,320.818,7,눈꽃,27.136,-123.913,1,2
4,1,1,0,0,0,0,1,0,255,0,255,3,348.687,소솨소솨,0,98,0.076,0.636,2,0,0,0,0,1,1,8,-라후이-,180.1,89,349.657,99,109,44,142,92,52.865,41.62,0,-0.044,-38.666,0.04,-17.304,-21.243,-50.162,-12.644,-64.531,19.34,-46.778,5.354,-60.829,35.818,-92.567,0.886,-119.398,-30.26,-100.241,354.818,-47.304,-67.061,357.725,8,TaeGeuk_,-52.722,-76.36,0,2
5,1,1,0,1,0,0,1,0,255,0,255,4,405.392,소솨소솨,0,99,0.571,-0.51,2,0,0,0,0,1,1,8,-라후이-,180.1,90,406.313,124,201,35,150,130,25.008,13.905,0.75,-0.011,-37.91,0.048,-17.397,-23.655,-52.789,-12.316,-65.346,20.303,-47.09,1.485,-60.892,35.978,-93.548,-5.45,-116.936,-60.148,-90.418,411.111,-30.524,-133.224,0,0,,0,0,0,4
6,1,1,0,0,0,0,0,0,255,255,255,5,446.987,소솨소솨,0,98,-1.021,0.207,0,0,0,0,0,0,2,4,하루（Haru）,190,41,0,0,0,0,0,0,0,0,0,-0.087,-38.407,0.043,-17.452,-21.493,-51.647,-10.016,-65.994,21.396,-46.273,16.699,-60.832,44.569,-92.629,10.884,-116.279,-40.729,-99.365,0,0,0,0,0,,0,0,0,0
7,1,1,0,1,0,0,0,0,255,255,255,6,464.362,소솨소솨,0,97,-1.27,0.109,2,0,0,0,0,1,2,4,하루（Haru）,190,41,465.69,135,140,15,145,67,26.656,-25.293,-0.603,-0.051,-38.325,0.006,-17.471,-21.15,-51.111,-10.002,-65.933,21.349,-46.161,16.763,-60.701,44.501,-92.664,6.917,-116.772,-36.596,-94.698,0,0,0,468.991,5,Penguin_iDOL,19.245,-58.367,0,1
8,1,1,0,0,1,0,0,0,255,255,255,7,495.447,소솨소솨,0,106,-0.091,0.612,0,0,0,0,0,0,3,2,Yaksok~,173.3,60,0,0,0,0,0,0,0,0,0,-0.185,-38.322,0.003,-17.429,-22.463,-48.68,-13.132,-64.628,19.219,-49.283,13.86,-61.891,31.603,-103.219,-8.871,-117.837,-41.476,-90.935,0,0,0,0,0,,0,0,0,0
9,1,1,0,1,1,0,0,0,255,255,255,8,510.112,소솨소솨,0,103,-1.476,-0.563,4,0,0,-0.542,-12.667,1,3,2,Yaksok~,173.3,60,0,0,0,0,0,0,0,0,0,-0.145,-38.36,0.049,-17.389,-22.447,-50.712,-13.167,-64.608,19.278,-49.205,13.905,-61.914,33.494,-103.266,-8.268,-116.92,-37.929,-86.233,0,0,0,0,0,,0,0,0,0
10,1,1,0,2,1,0,0,0,255,255,255,9,528.238,소솨소솨,0,98,-0.893,-1.007,0,0,0,0,0,0,3,2,Yaksok~,173.3,60,0,0,0,0,0,0,0,0,0,-0.101,-38.453,0.025,-17.432,-22.697,-51.014,-13.155,-64.567,18.818,-49.487,15.375,-61.964,33.476,-103.271,-8.3,-116.978,-36.605,-87.984,0,0,0,0,0,,0,0,0,0
11,1,1,0,0,2,0,0,0,255,255,255,10,556.855,소솨소솨,0,98,0.646,0.273,2,0,0,0,0,1,4,1,Dοpi,190,39,557.8,107,130,0,138,67,20.094,29.298,-1,-0.003,-38.212,0.013,-17.419,-21.652,-50.717,-13.239,-64.67,19.852,-47.483,12.925,-62.107,44.484,-96.059,4.962,-115.044,-31.664,-80.272,0,0,0,560.218,2,Pugeuk,-18.496,-49.65,0,1
