id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,337.045,인생최패망자,R,26,140,1.061,0.504,0.108,1.802,-36.473,0,0,48.108,-157.663,16.373,0,0,1,0,2,R,준규공듀,190,86,0.503,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,-37.753,encounter v,-0.029,-16.905,하루（Haru）,-20.006,-45.586,장덕춘_,-14.246,-64.384,Pring__,22.232,-49.581,눈꽃,11.16,-61.261,Kr_Luna,36.604,-86.913,ke ro,-1.168,-110.511,ゆっち一,-40.897,-88.223,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,352.153,인생최패망자,R,26,140,1.648,-0.562,0.196,1.53,-36.402,2,0,-149.842,-200,19.346,0,0,1,0,2,R,준규공듀,190,86,0.503,2,63,353.041,136,11,54,22,12,65,93,101,-30,6.476,0.39,-0.025,-0.042,0.033,0,0.118,-36.975,encounter v,-0.026,-16.906,하루（Haru）,-20.337,-47.132,장덕춘_,-14.073,-64.125,Pring__,22.232,-49.58,눈꽃,10.898,-63.459,Kr_Luna,32.576,-99.914,ke ro,-0.981,-111.947,ゆっち一,-41.423,-88.873,353.135,0.166,-20.838,355.694,3,장덕춘_,-4.74,-63.422,0,0,0,0,0,0,0,2
3,1,1,0,0,0,0,1,0,0,0,255,255,255,2,380.214,인생최패망자,R,26,140,0.569,0.172,0.046,1.672,-36.4,0,0,30.389,-200,27.811,0,0,1,1,9,R,Pugeuk,190,91.606,0.547,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082,-37.254,encounter v,-0.005,-16.979,하루（Haru）,-20.367,-47.809,장덕춘_,-14.421,-63.98,Pring__,24.058,-50.27,눈꽃,12.852,-64.003,Kr_Luna,40.698,-87.091,ke ro,-0.287,-110.388,ゆっち一,-37.649,-84.616,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,1,1,0,0,0,255,255,255,3,397.517,인생최패망자,R,5,93,2.154,0.3,0.476,1.939,-36.659,2,0,-83.795,0,31.395,0,0,1,1,9,R,Pugeuk,190,91.606,0.547,3,62,398.702,255,11,135,57,43,130,150,130,27.318,43.725,0.32,0.021,-0.015,0.182,0,-0.164,-37.622,encounter v,-0.258,-16.977,하루（Haru）,-20.491,-47.612,장덕춘_,-14.423,-63.936,Pring__,24.088,-50.341,눈꽃,13.231,-63.446,Kr_Luna,40.601,-87.139,ke ro,-0.289,-110.408,ゆっち一,-37.517,-84.77,402.817,-73.031,-107.505,0,0,,0,0,0,0,0,0,0,0,0,4
5,1,1,1,0,0,0,1,0,0,0,255,255,255,4,440.131,인생최패망자,R,26,140,-1.16,0.47,-0.112,1.73,-36.443,0,0,16.663,-198.381,40.313,0,0,0,2,4,L,NABIMan,190,95,0.549,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,-37.847,encounter v,-0.112,-17.064,하루（Haru）,-20.329,-47.565,장덕춘_,-14.125,-64.367,Pring__,23.003,-48.664,눈꽃,12.47,-65.185,Kr_Luna,39.035,-86.31,ke ro,-0.892,-112.303,ゆっち一,-40.376,-91.197,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,1,0,0,1,1,0,0,0,255,255,255,5,457.99,인생최패망자,R,27,140,0.794,0.408,-0.064,1.836,-36.463,2,0,36.942,-148.654,29.117,0,0,1,2,4,L,NABIMan,190,95,0.549,3,60,458.989,255,18,140,67,30,202,150,97,43.773,43.868,-0.5,0.024,0.097,0.144,0,-0.112,-37.381,encounter v,-0.091,-17.032,하루（Haru）,-20.36,-47.571,장덕춘_,-14.093,-64.297,Pring__,23.008,-48.664,눈꽃,12.498,-65.209,Kr_Luna,39.08,-86.299,ke ro,-0.528,-112.272,ゆっち一,-40.393,-91.207,463.506,-61.361,-67.441,0,0,,0,0,0,0,0,0,0,0,0,3
7,1,1,1,0,0,2,1,0,0,0,255,255,255,6,478.475,인생최패망자,R,30,127,-2.298,1.645,-0.178,1.981,-36.341,4,0,-112.384,-92.256,38.912,-1.165,-17.397,1,2,4,L,NABIMan,190,95,0.549,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,-37.641,encounter v,-0.218,-16.929,하루（Haru）,-21.223,-47.1,장덕춘_,-14.279,-64.239,Pring__,22.254,-48.578,눈꽃,12.934,-64.675,Kr_Luna,45.02,-89.458,ke ro,-0.958,-111.404,ゆっち一,-39.903,-87.07,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0
8,1,1,1,0,0,0,2,0,0,0,255,255,255,7,515.183,인생최패망자,R,28,125,2.537,1.615,0.309,2.055,-36.759,1,0,56.566,-60.295,6.913,0,0,0,3,6,R,소솨소솨,175.3,95,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531,-37.529,encounter v,0.077,-16.863,하루（Haru）,-19.325,-45.772,장덕춘_,-14.141,-64.314,Pring__,23.402,-48.042,눈꽃,13.119,-64.711,Kr_Luna,30.914,-101.339,ke ro,0.432,-112.222,ゆっち一,-40.059,-86.874,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,1,0,1,0,2,0,0,0,255,255,255,8,533.181,인생최패망자,R,26,140,1.371,0.414,0.119,1.715,-36.427,0,0,29.316,-162.618,19.923,0,0,0,3,6,R,소솨소솨,175.3,95,0.5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,-37.62,encounter v,-0.047,-17.005,하루（Haru）,-19.438,-43.909,장덕춘_,-14.24,-64.194,Pring__,23.454,-48.086,눈꽃,13.152,-64.714,Kr_Luna,31.075,-101.252,ke ro,0.186,-112.89,ゆっち一,-40.093,-86.897,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,1,1,0,1,1,2,0,0,0,255,255,255,9,554.258,인생최패망자,R,26,140,1.725,0.201,0.144,1.67,-36.41,2,0,59.611,-200,26.47,0,0,1,3,6,R,소솨소솨,175.3,95,0.5,3,58,555.35,240,10,104,52,32,125,149,91,6.34,-18.685,-0.54,0.003,-0.069,0.185,0,0.036,-37.351,encounter v,-0.004,-17.161,하루（Haru）,-19.665,-45.948,장덕춘_,-14.094,-64.198,Pring__,23.431,-48.087,눈꽃,13.164,-64.698,Kr_Luna,31.106,-101.243,ke ro,0.552,-111.693,ゆっち一,-40.107,-86.887,556.469,12.688,-55.645,557.077,5,눈꽃,13.843,-59.572,0,8,0,0,0,0,0,2
