id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,startX,startY,zDist,call,balk,sH,sV,gyro,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,batLen,batCen,batType,bFps,hSec,rotS,rotL,shS,lgS,prepS,impMv,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,stayCon,buntGrip,PPosX,PPosY,CName,CPosX,CPosY,1BName,1BPosX,1BPosY,2BName,2BPosX,2BPosY,3BName,3BPosX,3BPosY,SSName,SSPosX,SSPosY,LFName,LFPosX,LFPosY,CFName,CFPosX,CFPosY,RFName,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,263.117,encounter v,R,26,137,-1.542,-0.923,0.244,1.527,-36.697,1,0,-28.22,-200,-40.346,0,0,0,0,4,L,ʚneul_ɞ,190,105,0.53,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,-37.145,_Chun,-0.132,-17.182,하루（Haru）,-20.291,-46.225,Fresh825,-15.6,-64.246,ゆっち一,24.306,-49.161,coder_,15.492,-63.394,Kr_Luna,40.116,-88.394,눈꽃,6.884,-109.31,甲斐野柊太,-30.215,-79.901,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,1,0,0,0,0,0,255,255,255,1,278.414,encounter v,R,26,140,-3.197,0.968,0.127,1.907,-36.773,4,0,-92.869,-200,-11.334,-0.372,-21.104,1,0,4,L,ʚneul_ɞ,190,105,0.53,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,-37.193,_Chun,-0.185,-17.092,하루（Haru）,-19.777,-46.277,Fresh825,-12.991,-64.444,ゆっち一,24.296,-49.169,coder_,15.09,-64.047,Kr_Luna,40.034,-88.317,눈꽃,6.807,-106.674,甲斐野柊太,-30.428,-79.928,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,1,1,0,0,0,0,255,255,255,2,296.748,encounter v,R,3,112,-2.694,-0.461,0.309,1.771,-36.753,2,0,-457.893,200.834,1.5,0,0,1,0,4,L,ʚneul_ɞ,190,105,0.53,3,59,297.611,241,17,96,102,74,110,150,111,28.914,3.792,0.89,0.044,-0.126,0.044,0,-0.22,-37.081,_Chun,-0.106,-17.198,하루（Haru）,-19.833,-46.09,Fresh825,-12.679,-64.578,ゆっち一,24.215,-49.715,coder_,14.267,-64.48,Kr_Luna,40.088,-88.319,눈꽃,6.825,-106.689,甲斐野柊太,-30.144,-80.053,302.541,4.366,-114.49,302.691,7,눈꽃,4.146,-111.943,0,0,0,0,0,0,0,1
4,1,1,0,0,0,0,1,0,0,0,255,255,255,3,325.828,encounter v,R,13,125,-2.968,-0.339,0.237,1.771,-36.618,4,0,-378.212,327.041,-7.165,0,0,1,1,9,R,Multeinn,190,94.634,0.498,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,-37.373,_Chun,-0.186,-16.81,하루（Haru）,-20.268,-44.521,Fresh825,-15.416,-63.21,ゆっち一,24.209,-49.887,coder_,11.944,-64.149,Kr_Luna,40.065,-88.303,눈꽃,-8.609,-111.803,甲斐野柊太,-30.415,-80.081,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,0,1,1,0,0,0,255,255,255,4,346.124,encounter v,R,28,132,1.222,0.651,0.459,1.876,-36.839,0,0,76.011,-80.029,-5.473,0,0,0,1,9,R,Multeinn,190,94.634,0.498,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,-37.126,_Chun,0.021,-17.041,하루（Haru）,-20.203,-45.805,Fresh825,-15.384,-63.229,ゆっち一,24.376,-50.765,coder_,12.019,-64.854,Kr_Luna,40.058,-88.345,눈꽃,-8.589,-111.852,甲斐野柊太,-31.243,-80.462,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
6,1,1,0,0,0,2,1,0,0,0,255,255,255,5,365.899,encounter v,R,13,110,-0.369,0.619,0.497,2.056,-36.959,2,0,-383.053,321.357,-11.671,0,0,1,1,9,R,Multeinn,190,94.634,0.498,3,74,366.934,128,23,112,66,19,123,150,121,22.733,36.111,0.21,-0.075,-0.088,0.184,0,0.008,-37.116,_Chun,-0.059,-16.954,하루（Haru）,-19.787,-45.711,Fresh825,-15.275,-63.008,ゆっち一,23.502,-50.736,coder_,12.289,-65.043,Kr_Luna,40.061,-88.303,눈꽃,-8.592,-111.854,甲斐野柊太,-31.065,-80.304,371.847,-80.785,-92.275,0,0,,0,0,0,0,0,0,0,0,0,3
7,1,1,0,0,0,2,1,0,0,0,255,255,255,6,387.529,encounter v,R,13,113,-4.19,-0.369,0.133,1.87,-36.748,2,0,-339.78,366.81,-6.17,0,0,1,1,9,R,Multeinn,190,94.634,0.498,3,73,388.601,219,12,120,100,42,116,150,60,-18.832,33.965,1,-0.164,-0.128,0.034,0,-0.196,-37.112,_Chun,-0.04,-16.976,하루（Haru）,-20.249,-46.4,Fresh825,-17.109,-62.14,ゆっち一,22.869,-49.789,coder_,13.17,-65.191,Kr_Luna,40.03,-88.291,눈꽃,-11.948,-115.103,甲斐野柊太,-36.046,-82.327,388.896,-2.162,-21.74,391.33,2,하루（Haru）,-13.362,-43.38,0,0,0,0,0,0,0,2
8,1,1,0,0,0,0,2,0,0,0,255,255,255,7,414.501,encounter v,R,14,126,-0.601,0.046,0.19,1.923,-36.651,0,0,350.746,356.339,-28.655,-0.073,-17.249,0,2,8,L,Sabo_10,184.8,94,0.6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,-37.162,_Chun,-0.158,-17.03,하루（Haru）,-20.133,-45.525,Fresh825,-12.576,-64.394,ゆっち一,24.961,-48.996,coder_,13.061,-64.789,Kr_Luna,40.296,-88.479,눈꽃,8.218,-117.023,甲斐野柊太,-31.545,-81.336,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
9,1,1,0,0,0,1,2,0,0,0,255,255,255,8,429.283,encounter v,R,26,138,-1.827,0.684,0.257,1.828,-36.739,2,0,-122.931,-200,-31.703,0,0,1,2,8,L,Sabo_10,184.8,94,0.6,3,72,430.449,98,10,59,35,17,48,116,77,90.061,-89.844,-0.48,0.032,-0.04,0.109,0,0.027,-37.078,_Chun,-0.042,-17.089,하루（Haru）,-20.074,-46.285,Fresh825,-12.555,-64.29,ゆっち一,24.848,-49.141,coder_,13.055,-65.321,Kr_Luna,40.279,-88.48,눈꽃,8.051,-116.998,甲斐野柊太,-31.299,-81.576,436.219,-31.095,-21.479,0,0,,0,0,0,0,0,0,0,0,0,3
10,1,1,0,0,0,2,2,0,0,0,255,255,255,9,452.726,encounter v,R,1,101,-1.162,-0.479,0.291,1.881,-36.658,0,0,0,0,-3.77,0,0,0,2,8,L,Sabo_10,184.8,94,0.6,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161,-37.023,_Chun,-0.023,-17.185,하루（Haru）,-20.427,-45.088,Fresh825,-12.696,-65.123,ゆっち一,24.365,-49.413,coder_,12.974,-65.139,Kr_Luna,44.599,-92.799,눈꽃,4.213,-115.212,甲斐野柊太,-33.87,-80.715,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0
