id,inn,half,scoreA,scoreB,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pHand,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bZone,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,hMoveX,hMoveY,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,tag,cpSec,sb2Sec,sb3Sec,sbhSec,ass,result
1,1,1,0,0,0,0,0,0,0,0,255,255,255,0,557.567,Dοpi,R,0,136,-0.961,-0.003,0,33.139,-157.534,0,0,1,0,6,R,아침땅_,175.4,52,0,0,0,0,0,0,0,0,0,0,0,-0.15,-36.979,0.044,-17.065,-19.363,-49.988,-13.159,-63.37,21.449,-48.837,9.721,-60.61,37.85,-82.539,2.618,-118.006,-41.298,-92.104,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,1,0,0,0,0,255,255,255,1,573.395,Dοpi,R,13,120,-1.475,-1.416,2,-326.616,378.579,0,0,1,0,6,R,아침땅_,175.4,52,574.401,85,178,7,122,64,-65.965,58.438,-0.924,-0.051,-0.057,-0.345,-36.91,-0.458,-16.999,-19.296,-48.802,-14.071,-63.65,21.352,-48.889,11.621,-62.933,35.473,-82.114,0.75,-115.001,-41.015,-92.295,574.534,-0.577,-20.612,577.784,2,Pugeuk,-22.072,-35.176,0,0,0,0,0,0,0,2
3,1,1,0,0,0,2,0,0,0,0,255,255,255,2,595.171,Dοpi,R,0,140,0.056,1.121,4,39.282,-113.672,0,0,1,0,6,R,아침땅_,175.4,52,0,0,0,0,0,0,0,0,0,0,0,-0.155,-36.897,-0.256,-17.304,-20.808,-47.765,-13.945,-63.291,19.715,-47.932,5.89,-60.995,36.765,-83.525,0.209,-111.288,-43.281,-91.279,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,0,1,0,0,0,255,255,255,3,623.003,Dοpi,R,0,130,0.324,1.27,1,72.831,-78.447,0,0,0,1,2,L,ʚEveɞ,173.6,53,0,0,0,0,0,0,0,0,0,0,0,-0.122,-36.947,0.178,-17.097,-20.114,-47.3,-12.243,-64.137,19.896,-47.717,13.02,-61.417,36.763,-83.553,0.487,-111.823,-42.784,-92.321,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
5,1,1,0,0,1,0,1,0,0,0,255,255,255,4,641.314,Dοpi,R,0,133,-0.515,-0.054,2,-10.735,26.489,0,0,1,1,2,L,ʚEveɞ,173.6,53,642.294,255,252,2,160,64,16.618,-42.419,-1,0.107,-0.149,-0.426,-36.639,-0.152,-17.046,-21.064,-50.361,-12.285,-64.127,20.23,-47.365,13.179,-61.371,36.726,-83.558,0.507,-111.736,-42.855,-92.312,644.4,19.098,-42.674,644.65,4,Gonyong,18.468,-41.931,0,0,0,0,0,0,0,1
6,1,1,0,0,0,0,2,0,0,0,255,255,255,5,671.422,Dοpi,R,0,132,2.091,0.212,4,84.301,-80.484,0.197,-20.159,1,2,9,R,Multeinn,190,53,0,0,0,0,0,0,0,0,0,0,0,-0.063,-36.913,0.247,-17.382,-22.7,-50.232,-12.144,-62.666,20.464,-48.209,10.78,-62.194,38.954,-86.298,-0.265,-117.038,-42.981,-91.662,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
7,1,1,0,0,0,1,2,0,0,0,255,255,255,6,694.593,Dοpi,R,13,113,0.661,-0.847,0,-376.181,329.375,0.01,-17.285,1,2,9,R,Multeinn,190,53,0,0,0,0,0,0,0,0,0,0,0,0.033,-37.12,0.125,-17.09,-22.596,-51.369,-12.177,-62.702,20.513,-48.256,8.796,-60.779,38.268,-85.951,-0.204,-116.433,-42.925,-91.711,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
8,1,1,0,0,0,2,2,0,0,0,255,255,255,7,714.75,Dοpi,R,0,128,1.163,1.216,2,82.521,-64.572,0,0,1,2,9,R,Multeinn,190,53,715.751,150,207,0,145,67,26.259,-10.885,-1,-0.099,-0.15,-0.206,-36.536,-0.138,-17.366,-22.495,-51.595,-13.164,-62.465,20.512,-48.276,11.453,-61.783,37.558,-85.073,-0.206,-116.436,-42.499,-91.779,0,0,0,719.567,5,NABIMan,6.898,-64.633,0,0,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,0,0,255,255,255,0,843.396,편하비_,R,0,133,1.953,0.608,1,0,0,0,0,0,0,3,R,ʚmingɞ,174.5,53,0,0,0,0,0,0,0,0,0,0,0,0.089,-37.902,-0.017,-16.934,-23.256,-50.405,-14.839,-58.599,20.811,-52.369,15.94,-63.074,44.738,-82.952,0.018,-109.048,-38.574,-87.421,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
10,1,0,0,0,1,0,0,0,0,0,255,255,255,1,858.137,편하비_,R,0,129,0.51,-0.142,0,0,0,0,0,0,0,3,R,ʚmingɞ,174.5,28,0,0,0,0,0,0,0,0,0,0,0,0.063,-37.603,-0.252,-16.901,-23.307,-50.418,-15.065,-59.319,20.826,-52.321,15.613,-63.382,43.813,-83.522,-0.055,-109.036,-38.583,-87.432,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
