id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
1,1,1,0,0,0,0,0,0,255,255,255,0,333.987,Kr_Luna,3,96,-2.705,-0.174,2,355.351,0,0,0,1,0,5,눈꽃,175.4,49,335.197,120,198,57,153,116,-19.36,-13.403,0.876,-0.13,-37.28,0.057,-17.287,-21.912,-45.741,-16.406,-63.231,23.021,-46.554,15.454,-63.426,35.7,-81.8,0,-100.6,-35.7,-81.8,341.614,14.68,-132.893,341.614,-1,AI,14.736,-132.903,1,0,0,0,0.024,-0.025,0
2,1,1,0,0,0,0,1,0,255,5,255,1,377.939,Kr_Luna,0,140,-0.285,0.082,0,0,0,-0.298,-17.529,0,1,4,인생최패망자,190,68,0,0,0,0,0,0,0,0,0,0.078,-37.416,0.016,-17.18,-22.29,-45.621,-13.832,-64.764,19.87,-43.846,10.094,-61.77,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,1,1,0,1,0,0,1,0,255,5,255,2,398.305,Kr_Luna,0,136,1.017,0.098,2,0,0,0,0,1,1,4,인생최패망자,190,68,399.366,104,172,18,141,115,36.786,-34.847,0.831,0.632,-36.959,0.073,-17.474,-23.035,-45.863,-14.3,-63.886,20.554,-44.47,10.811,-63.515,35.7,-81.8,0,-100.6,-35.7,-81.8,402.606,39.827,-107.815,402.606,-1,AI,39.901,-107.855,1,0,0,0,-0.069,-0.104,0
4,1,1,0,0,0,0,1,0,255,4,255,3,440.6,Kr_Luna,3,92,1.259,-0.456,0,380.413,0,0,0,0,2,0,하루（Haru）,190,47,0,0,0,0,0,0,0,0,0,0.318,-37.901,0.356,-18.039,-22.17,-47.604,-1.002,-61.004,22.112,-45.256,14.085,-61.874,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
5,1,1,0,1,0,0,1,0,255,4,255,4,460.437,Kr_Luna,0,140,-0.625,0.087,0,0,0,0,0,1,2,0,하루（Haru）,190,47,0,0,0,0,0,0,0,0,0,0.201,-37.868,-0.061,-17.886,-20.689,-43.181,-1.37,-60.974,22.861,-45.178,13.691,-62.201,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
6,1,1,0,2,0,0,1,0,255,4,255,5,478.948,Kr_Luna,0,136,-0.361,1.292,4,0,0,0,0,1,2,0,하루（Haru）,190,47,0,0,0,0,0,0,0,0,0,-0.184,-37.505,-0.087,-18.037,-22.004,-45.656,-4.934,-63.91,23.99,-48.362,15.332,-62.528,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
7,1,1,0,0,1,0,1,0,255,4,255,6,510.889,Kr_Luna,10,116,0.345,-1.67,2,0,400,0,0,1,3,2,Pugeuk,190,53,511.684,92,188,11,138,89,-47.302,24.105,0.933,0.344,-37.371,0.105,-17.858,-22.138,-48.646,-13.152,-65.241,21.361,-44.781,8.68,-62.477,35.7,-81.8,0,-100.6,-35.7,-81.8,500.306,-0.101,-21.331,503.264,3,소솨소솨,-15.423,-55.417,0,2,1,0,-0.112,-0.237,0
8,1,1,0,0,2,0,0,1,255,255,4,7,543.396,Kr_Luna,0,140,-2.484,1.213,4,0,0,-0.513,-21.223,1,4,3,Slaris,174.6,65,0,0,0,0,0,0,0,0,0,0.043,-37.311,-0.251,-17.948,-23.532,-46.944,-11.751,-66.147,19.433,-42.252,14.579,-61.902,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
9,1,1,0,1,2,0,0,1,255,255,4,8,565.307,Kr_Luna,3,94,2.809,-0.502,4,401.643,0,0,0,1,4,3,Slaris,174.6,65,0,0,0,0,0,0,0,0,0,0.198,-38.095,0.763,-17.968,-22.839,-46.411,-11.698,-65.484,19.394,-40.164,14.739,-61.7,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
10,1,1,0,2,2,0,0,1,255,255,4,9,599.476,Kr_Luna,0,113,-1.755,-0.211,2,0,0,0,0,1,4,3,Slaris,174.6,66,600.454,105,145,49,144,64,15.469,33.709,-0.773,0.514,-36.902,-0.346,-17.838,-21.934,-50.158,-9.818,-67.488,18.763,-40.81,15.092,-61.588,35.7,-81.8,0,-100.6,-35.7,-81.8,590.998,-16.362,-46.368,591.631,2,Multeinn,-19.26,-50.955,0,2,1,0,-0.029,0.032,0
11,1,0,0,0,0,0,0,0,255,255,255,0,668.382,하루（Haru）,0,140,1.582,0.342,1,48.635,-91.763,0,0,0,0,1,TaeGeuk_,177.3,54,0,0,0,0,0,0,0,0,0,0.004,-37.483,0.177,-17.096,-21.5,-50.218,-14.209,-63.523,18.557,-47.203,17.343,-62.279,35.7,-81.8,0,-100.6,-35.7,-81.8,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
